id_cliente,ingreso,categoria,publicidad,ventas
719,16766.98,Estandar,58.28,238.15
720,13255.95,Basico,56.4,224.59
721,18330.79,Basico,41.59,138.8
722,28136.04,Basico,66.64,231.19
723,8533.39,Estandar,36.76,114.39
724,11228.12,Basico,41.25,123.08
725,13725.21,Basico,74.55,222.44
726,31615.81,Basico,63.03,204.45
727,210971.75,Premium,44.63,164.59
728,24799.06,Estandar,54.31,140.57
729,12720.16,Basico,52.32,181.04
730,12812.32,Basico,8.82,85.23
731,22175.31,Estandar,36.4,160.9
732,19349.0,Basico,49.24,158.01
733,22972.63,Estandar,44.65,123.5
734,17753.1,Basico,53.71,197.99
735,20896.78,Premium,66.94,169.59
736,20037.12,Basico,45.18,187.8
737,24889.93,Estandar,34.14,120.48
738,25145.97,Basico,54.87,235.89
739,10754.13,Empresarial,45.1,116.64
740,8633.94,Empresarial,47.66,190.7
741,26919.63,Estandar,45.62,158.92
742,28730.19,Estandar,83.63,270.97
743,13263.64,Basico,16.39,36.56
744,9887.81,Premium,44.17,171.84
745,19627.01,Estandar,49.94,
746,26259.77,Basico,38.28,183.31
747,35566.45,Estandar,63.5,242.04
748,22713.26,Estandar,62.2,197.97
749,16645.57,Premium,49.28,147.68
750,13868.9,Estandar,45.94,128.2
751,19034.49,Estandar,48.32,206.62
752,17073.06,Estandar,48.43,150.67
753,13289.46,Basico,48.82,208.36
754,38834.51,Basico,47.18,179.38
755,35412.1,Basico,53.79,194.99
756,28215.23,Premium,61.3,202.35
757,13735.0,Basico,31.55,134.31
758,25572.09,Basico,34.24,125.76
759,23715.15,Basico,23.77,84.46
760,22134.46,Basico,63.0,232.69
761,29359.83,Estandar,53.75,183.04
762,23679.85,Basico,57.58,178.54
763,24563.21,Basico,28.56,123.52
764,23692.58,Premium,76.77,256.4
765,21360.04,Basico,40.87,158.91
766,10155.15,Basico,52.52,171.48
767,19521.42,Basico,62.82,184.5
768,15604.78,Premium,35.2,172.48
769,12113.26,Basico,41.81,188.26
770,34154.03,Premium,52.69,205.43
771,34722.68,Empresarial,92.86,298.18
772,30507.48,Estandar,54.52,181.49
773,20729.74,Basico,74.1,284.25
774,30415.84,Estandar,68.09,222.22
775,19038.5,Estandar,55.52,176.3
776,20352.91,Basico,35.16,175.81
777,12929.74,Estandar,65.9,223.09
778,21784.35,Basico,27.53,149.55
779,19363.31,Basico,74.01,214.48
780,12016.93,Basico,53.0,197.25
781,18621.67,Basico,10.25,103.54
782,18436.63,Basico,44.89,159.91
783,35566.04,Estandar,59.81,198.81
784,25925.3,Empresarial,46.44,134.78
785,19034.45,Basico,60.73,235.31
786,20683.17,Estandar,37.25,116.22
787,19254.0,Estandar,30.41,111.9
788,17658.63,Basico,48.93,140.82
789,12979.81,Basico,50.47,215.39
790,17982.1,Basico,44.77,187.67
791,14601.3,Basico,68.41,231.28
792,12239.08,Basico,37.25,106.61
793,22672.94,Basico,54.7,227.96
794,21740.73,Estandar,51.02,169.01
795,10144.15,Basico,26.65,74.98
796,18161.52,Basico,30.21,69.61
797,26862.74,Basico,50.18,159.4
798,27466.66,Estandar,79.72,230.76
799,27147.57,Basico,58.69,186.37
800,19218.33,Estandar,24.12,113.37
801,14104.29,Basico,5.0,26.11
802,12974.04,Basico,61.0,217.98
803,21388.57,Empresarial,48.56,152.44
804,21649.72,Basico,67.12,229.7
805,29749.45,Basico,36.79,182.07
806,27861.27,Basico,55.25,182.57
807,18100.95,Empresarial,62.69,223.96
808,12265.28,Estandar,43.29,115.05
809,16954.91,Estandar,43.61,193.19
810,20455.99,Empresarial,50.38,164.24
811,17663.77,Basico,58.14,226.5
812,15486.7,Empresarial,49.78,171.25
813,20712.85,Basico,64.61,235.58
814,15892.69,Estandar,43.07,170.3
815,15217.13,Basico,30.07,101.92
816,21141.82,Basico,79.65,294.23
817,16470.11,Empresarial,40.93,127.91
818,20649.3,Basico,41.47,168.02
819,20860.68,Empresarial,49.01,162.19
820,12723.42,Basico,51.01,186.86
821,16019.56,Estandar,44.2,145.47
822,31357.91,Empresarial,49.74,175.44
823,12622.95,Basico,49.4,146.28
824,9037.8,Premium,52.62,
825,9880.85,Estandar,14.64,66.48
826,19152.5,Estandar,78.21,248.96
827,19164.62,Basico,47.79,166.78
828,18193.8,Estandar,58.71,205.35
829,28997.54,Estandar,29.33,95.51
830,7439.12,Estandar,42.93,149.88
831,21776.29,Basico,39.92,
832,32744.93,Basico,72.05,301.99
833,12775.4,Premium,41.21,174.24
834,16598.5,Basico,61.37,217.08
835,14566.62,Estandar,40.24,174.06
836,13863.0,Empresarial,43.21,104.47
837,16912.5,Basico,46.32,99.64
838,31245.16,Basico,69.26,224.72
839,36065.26,Estandar,21.65,52.66
840,16855.31,Basico,30.27,107.91
841,36929.69,Estandar,20.79,89.59
842,19195.9,Estandar,33.69,
843,35024.11,Estandar,37.83,108.8
844,18349.28,Basico,25.78,109.92
845,19848.23,Estandar,38.99,141.22
846,21545.37,Estandar,19.78,90.0
847,57676.14,Basico,34.73,114.67
848,25538.69,Estandar,68.01,265.4
849,14801.11,Premium,56.05,191.18
850,26612.84,Estandar,52.81,228.07
851,16703.25,Estandar,34.96,108.61
852,15971.92,Basico,26.96,122.14
853,26056.19,Basico,32.91,120.54
854,19165.75,Basico,49.35,164.8
855,20899.94,Basico,63.02,231.18
856,19051.38,Empresarial,63.54,209.48
857,21328.6,Basico,59.46,137.77
858,21998.69,Premium,38.94,64.13
859,9624.45,Basico,50.37,207.95
860,23939.87,Basico,45.18,190.81
861,13444.07,Basico,46.98,212.83
862,11443.71,Basico,80.56,269.29
863,18574.71,Premium,23.57,60.75
864,19523.87,Empresarial,46.48,153.6
865,14872.55,Premium,68.18,231.63
866,25358.29,Basico,28.01,81.66
867,11851.84,Premium,40.34,186.28
868,16441.6,Basico,42.06,206.39
869,15448.91,Premium,46.65,176.57
870,18651.74,Estandar,26.06,100.52
871,20902.05,Basico,58.93,170.31
872,13322.87,Basico,59.99,244.64
873,24428.33,Basico,57.63,200.55
874,19381.05,Basico,36.94,127.3
875,9777.3,Premium,51.3,191.05
876,9551.88,Premium,36.51,118.53
877,18876.79,Empresarial,45.01,163.21
878,17547.41,Basico,82.3,239.07
879,18284.39,Estandar,51.44,206.63
880,18773.59,Basico,32.19,117.17
881,20515.7,Estandar,52.71,212.36
882,26414.74,Basico,29.72,107.11
883,151976.68,Basico,32.01,115.84
884,12579.33,Estandar,34.38,96.28
885,12930.4,Basico,43.34,173.33
886,20975.72,Estandar,64.05,196.67
887,29311.39,Estandar,58.68,189.73
888,16301.81,Basico,57.84,199.35
889,7898.32,Empresarial,33.52,126.93
890,10442.12,Estandar,41.88,107.18
891,14163.69,Premium,54.08,181.88
892,15596.39,Estandar,40.58,165.66
893,16433.28,Estandar,45.82,152.6
894,19216.09,Estandar,56.62,189.9
895,16998.64,Premium,44.77,162.84
896,27371.81,Estandar,53.39,182.36
897,14963.87,Basico,73.89,223.3
898,14019.28,Basico,47.42,166.1
899,22417.71,Estandar,67.69,254.69
900,11075.88,Basico,58.39,174.73
901,21728.76,Basico,27.99,97.41
902,19651.2,Basico,33.47,89.21
903,18004.83,Estandar,37.5,159.77
904,368789.13,Basico,37.18,132.94
905,15248.36,Estandar,48.65,149.55
906,38991.71,Premium,59.22,205.89
907,17520.01,Premium,68.83,203.27
908,12125.24,Basico,54.62,163.49
909,19428.02,Estandar,43.31,117.77
910,13007.93,Estandar,18.77,51.51
911,14572.41,Estandar,51.06,212.22
912,21784.67,Estandar,50.39,157.87
913,23027.71,Basico,52.74,195.16
914,15248.57,Empresarial,81.59,252.03
915,26784.85,Basico,68.61,251.68
916,28427.94,Premium,61.78,185.85
917,31341.73,Estandar,35.57,131.24
918,22817.77,Basico,42.31,152.47
919,30552.45,Estandar,48.58,228.78
920,9815.52,Basico,38.37,154.7
921,16962.03,Premium,57.51,183.45
922,13996.3,Estandar,55.35,208.72
923,19766.21,Basico,33.68,177.85
924,15521.68,Basico,67.95,189.91
925,17887.27,Premium,51.53,158.7
926,36635.07,Basico,24.06,88.68
927,17864.99,Premium,49.23,162.19
928,21912.82,Premium,54.22,179.76
929,17478.13,Estandar,64.59,187.63
930,19467.46,Basico,44.94,194.41
931,18998.32,Estandar,62.42,177.93
932,22179.27,Empresarial,52.81,178.7
933,28505.65,Basico,30.27,140.0
934,33745.01,Basico,28.77,108.44
935,21128.27,Basico,66.84,202.71
936,23303.09,Basico,67.94,196.9
937,12672.6,Estandar,54.84,184.27
938,18384.13,Estandar,72.44,225.62
939,26346.78,Estandar,65.85,229.26
940,25670.28,Basico,60.25,171.75
941,20415.78,Basico,36.33,152.95
942,25854.45,Basico,75.97,258.4
943,22511.2,Premium,58.04,204.68
944,28856.98,Estandar,44.21,193.09
945,20978.97,Basico,39.98,132.98
946,16739.15,Premium,53.85,168.8
947,21323.06,Basico,24.93,83.6
948,6797.38,Basico,60.5,202.72
949,21677.06,Basico,35.7,128.38
950,5287.26,Empresarial,55.56,171.47
951,10371.2,Estandar,42.18,100.17
952,22206.03,Estandar,46.03,148.68
953,22407.15,Basico,38.65,148.8
954,12621.41,Basico,47.58,170.91
955,14776.07,Estandar,78.34,292.85
956,30628.6,Basico,70.78,288.29
957,16003.93,Premium,55.32,210.47
958,41565.35,Premium,49.62,208.39
959,18945.62,Basico,62.66,233.42
960,21868.72,Estandar,66.95,270.29
961,33386.47,Empresarial,37.55,182.68
962,19848.02,Estandar,48.84,195.18
963,13348.77,Estandar,22.67,107.94
964,18244.07,Premium,66.85,222.09
965,18723.53,Basico,80.98,269.99
966,11758.6,Premium,51.2,170.28
967,17334.58,Basico,18.12,91.72
968,14621.27,Estandar,59.13,185.3
969,26200.28,Premium,36.44,128.18
970,19189.42,Estandar,40.05,85.28
971,17171.76,Estandar,59.4,247.21
972,18266.72,Estandar,53.82,181.32
973,20498.21,Basico,42.68,163.69
974,23526.55,Basico,40.26,181.24
975,13361.07,Basico,51.89,188.36
976,13166.68,Estandar,43.86,192.07
977,27907.14,Basico,33.36,92.38
978,16410.59,Basico,45.01,219.47
979,11546.13,Premium,55.09,217.97
980,22144.28,Basico,47.33,171.95
981,22296.38,Basico,28.8,144.9
982,11095.0,Basico,64.84,191.78
983,20543.88,Basico,8.92,40.43
984,24525.14,Estandar,43.3,190.35
985,21612.68,Basico,40.7,99.48
986,23651.78,Basico,52.22,195.9
987,11597.05,Empresarial,58.42,214.42
988,21287.26,Premium,66.9,276.63
989,17053.03,Estandar,39.31,102.3
990,16010.87,Premium,58.8,242.52
991,25711.52,Premium,52.94,
992,31816.68,Basico,24.33,84.24
993,35526.33,Estandar,78.51,232.83
994,30036.93,Estandar,28.42,80.9
995,18244.03,Basico,56.29,204.59
996,21449.4,Basico,55.85,165.32
997,24794.77,Basico,54.13,206.32
998,19779.72,Estandar,42.58,135.43
999,19846.19,Premium,62.41,183.14
1000,25293.77,Premium,26.59,89.25
1001,18569.04,Basico,49.01,180.36
1002,14687.46,Basico,41.54,141.85
1003,16398.32,Estandar,39.84,144.36
1004,23667.75,Estandar,56.43,212.34
1005,18978.23,Premium,66.16,252.16
1006,21355.69,Premium,44.85,151.29
1007,23969.27,Premium,61.71,185.2
1008,16627.37,Premium,50.75,179.22
1009,24703.17,Empresarial,36.61,145.25
1010,21646.41,Estandar,46.13,126.49
1011,12305.67,Basico,45.51,138.81
1012,31407.65,Basico,39.55,124.63
1013,15910.58,Basico,56.43,189.73
1014,10622.36,Basico,53.52,166.89
1015,13150.76,Basico,26.14,118.71
1016,13261.68,Empresarial,25.23,58.08
1017,19307.73,Basico,56.37,155.25
1018,17225.61,Empresarial,37.77,128.74
1019,16850.05,Premium,54.53,184.65
1020,23550.34,Estandar,61.71,174.95
1021,21353.19,Estandar,30.94,100.73
1022,21175.85,Basico,28.83,99.34
1023,21882.44,Estandar,75.12,243.03
1024,23520.96,Basico,55.27,195.15
1025,69594.12,Empresarial,43.71,138.97
1026,16688.02,Basico,35.99,168.52
1027,8838.98,Basico,42.34,163.47
1028,19199.14,Estandar,32.14,99.46
1029,18927.64,Estandar,63.25,218.44
1030,27335.36,Estandar,38.35,141.98
1031,28729.28,Estandar,66.4,256.22
1032,20352.75,Basico,43.99,141.36
1033,15912.71,Estandar,34.35,145.67
1034,22467.08,Basico,43.61,156.22
1035,15759.98,Basico,10.64,90.27
1036,18949.12,Basico,48.19,201.66
1037,26772.96,Basico,47.45,172.01
1038,15596.16,Basico,62.37,206.79
1039,25134.27,Estandar,21.71,99.95
1040,24030.77,Basico,67.43,224.52
1041,13572.8,Basico,62.31,255.17
1042,26658.49,Estandar,68.78,235.18
1043,24209.45,Basico,49.21,162.41
1044,19646.88,Estandar,65.21,210.66
1045,14518.61,Empresarial,27.93,76.26
1046,14034.56,Basico,60.7,222.07
1047,15706.31,Premium,38.43,118.64
1048,22923.28,Basico,25.23,125.66
1049,13568.84,Basico,33.14,90.4
1050,22095.5,Estandar,50.08,178.44
1051,12275.81,Premium,37.64,165.43
1052,17651.5,Premium,55.64,138.68
1053,19700.06,Basico,22.88,141.37
1054,44613.67,Premium,18.09,65.46
1055,11706.97,Basico,70.59,242.34
1056,31735.94,Basico,63.56,231.31
1057,19979.16,Basico,34.26,144.36
1058,21892.74,Empresarial,49.96,181.71
1059,19760.13,Basico,65.29,247.34
1060,22151.36,Premium,56.29,207.47
1061,17965.53,Estandar,52.22,225.91
1062,31537.03,Estandar,66.43,238.98
1063,16159.04,Estandar,39.04,190.14
1064,28177.59,Premium,50.47,198.98
1065,15130.56,Basico,49.73,129.03
1066,167333.45,Basico,45.91,227.59
1067,13027.44,Estandar,44.15,142.52
1068,22231.34,Basico,51.09,215.78
1069,31438.67,Basico,50.52,177.27
1070,18451.95,Basico,34.27,152.78
1071,17695.93,Basico,62.03,195.07
1072,12834.4,Basico,35.35,145.24
1073,17496.35,Basico,46.73,158.52
1074,10856.53,Premium,45.57,200.74
1075,13773.38,Basico,55.37,202.62
1076,20524.51,Empresarial,18.21,99.86
1077,30081.17,Empresarial,63.36,162.33
1078,50676.82,Basico,39.85,141.38
1079,15439.67,Estandar,68.3,241.99
1080,31330.74,Estandar,42.83,158.36
1081,20646.75,Estandar,49.27,196.76
1082,17980.86,Basico,78.71,254.84
1083,22057.5,Basico,45.84,163.32
1084,19373.68,Basico,68.58,262.14
1085,19705.21,Estandar,50.59,119.85
1086,16433.6,Empresarial,56.23,209.05
1087,134590.99,Estandar,51.05,169.91
1088,11044.98,Estandar,62.72,191.62
1089,23828.45,Empresarial,39.72,151.54
1090,17208.44,Estandar,35.24,159.93
1091,15388.39,Basico,40.42,171.28
1092,19014.88,Premium,51.5,176.26
1093,25039.91,Basico,46.69,186.63
1094,20193.73,Basico,60.65,229.73
1095,15068.79,Estandar,69.57,233.49
1096,29120.64,Empresarial,35.36,112.3
1097,32948.96,Basico,38.99,124.99
1098,22541.08,Estandar,28.46,129.16
1099,26656.34,Basico,80.46,268.36
1100,29280.76,Basico,54.57,163.01
1101,28156.54,Basico,57.2,155.19
1102,23504.21,Estandar,29.9,133.48
1103,23374.98,Premium,49.98,161.28
1104,22740.01,Basico,57.64,206.94
1105,12912.25,Basico,46.21,194.24
1106,24227.73,Basico,66.14,192.3
1107,11795.4,Basico,84.68,281.37
1108,14355.53,Estandar,35.79,126.69
1109,29918.96,Estandar,34.67,136.97
1110,25439.98,Estandar,36.83,165.16
1111,31907.28,Basico,74.09,216.45
1112,17238.73,Estandar,65.64,237.71
1113,12666.46,Basico,47.97,194.49
1114,17428.24,Basico,50.55,172.04
1115,19647.61,Empresarial,37.75,133.59
1116,19489.79,Premium,63.35,226.85
1117,28191.85,Premium,44.3,165.95
1118,16706.54,Premium,46.1,177.47
1119,21444.26,Estandar,59.13,217.34
1120,13413.01,Premium,47.18,141.71
1121,22194.75,Basico,46.48,188.83
1122,18978.99,Basico,50.16,204.66
1123,14582.32,Basico,61.93,216.64
1124,17456.37,Basico,74.7,214.21
1125,17774.83,Basico,58.78,199.36
1126,17247.9,Basico,62.05,217.21
1127,35241.14,Estandar,47.0,137.09
1128,18316.25,Premium,39.38,133.08
1129,17407.15,Estandar,59.81,170.18
1130,9098.75,Basico,52.57,198.15
1131,13863.68,Estandar,28.66,113.0
1132,17290.7,Basico,45.08,118.6
1133,14912.45,Basico,48.76,179.93
1134,30748.54,Basico,42.34,149.85
1135,17894.91,Basico,72.23,256.81
1136,29761.04,Basico,57.2,187.52
1137,19372.24,Premium,70.6,218.82
1138,19206.99,Premium,53.95,167.98
1139,18378.21,Estandar,51.22,165.33
1140,18983.56,Basico,35.95,131.92
1141,34598.94,Premium,50.18,179.25
1142,8418.07,Estandar,50.2,170.84
1143,9409.35,Basico,29.49,100.85
1144,15676.06,Estandar,41.91,141.13
1145,19055.0,Estandar,45.15,222.66
1146,24137.85,Basico,56.2,174.96
1147,22372.34,Basico,56.92,182.5
1148,16572.73,Estandar,41.28,230.32
1149,27083.1,Basico,57.03,207.33
1150,27189.02,Basico,47.27,132.03
1151,20219.85,Basico,6.96,62.63
1152,26553.85,Empresarial,42.73,129.71
1153,20856.6,Basico,66.18,247.9
1154,15575.91,Basico,24.77,91.52
1155,24203.1,Basico,51.69,169.25
1156,19706.71,Premium,73.78,288.94
1157,18967.25,Estandar,38.59,153.79
1158,31746.37,Premium,50.03,199.42
1159,8040.08,Basico,30.44,125.24
1160,11542.72,Basico,74.41,239.56
1161,12513.02,Estandar,48.75,186.41
1162,16694.9,Basico,50.7,207.4
1163,17342.01,Premium,70.31,241.34
1164,11186.2,Premium,59.92,250.8
1165,13429.31,Estandar,36.87,155.55
1166,14026.52,Empresarial,40.29,150.2
1167,44806.05,Estandar,57.42,204.3
1168,35618.12,Basico,40.64,149.41
1169,16413.96,Estandar,18.24,45.27
1170,16693.02,Basico,49.2,170.27
1171,12679.97,Premium,27.8,111.7
1172,9722.08,Basico,74.24,239.75
1173,18198.45,Basico,52.65,191.66
1174,13369.77,Estandar,36.42,133.44
1175,18403.61,Basico,39.52,161.86
1176,10828.4,Basico,21.66,103.72
1177,14520.39,Estandar,33.51,128.05
1178,19970.66,Basico,65.24,188.08
1179,21550.91,Estandar,83.48,323.55
1180,21941.06,Basico,60.9,205.23
1181,11942.14,Basico,48.62,168.7
1182,25569.1,Basico,43.52,146.35
1183,14327.35,Premium,35.65,118.31
1184,23659.03,Empresarial,80.9,309.38
1185,18887.89,Basico,47.17,200.87
1186,11710.77,Empresarial,81.73,284.49
1187,16972.18,Estandar,70.9,237.11
1188,21544.53,Estandar,23.89,109.53
1189,23494.88,Estandar,40.01,145.88
1190,18045.55,Estandar,39.96,139.13
1191,32406.77,Premium,48.8,179.74
1192,26974.0,Estandar,49.1,161.17
1193,17329.6,Estandar,94.94,320.63
1194,24650.26,Basico,33.84,130.01
1195,37302.95,Basico,53.43,200.72
1196,37653.06,Estandar,59.25,188.19
1197,12335.05,Basico,49.98,192.68
1198,13707.71,Basico,51.65,157.47
1199,31879.6,Basico,34.33,112.1
1200,13089.97,Basico,51.6,166.73
1201,11933.57,Estandar,57.67,171.98
1202,15991.81,Estandar,54.91,215.62
1203,21962.23,Basico,58.55,177.29
1204,18290.94,Basico,71.19,223.21
1205,15097.78,Basico,64.05,249.95
1206,14973.33,Basico,51.07,164.05
1207,14774.85,Estandar,32.42,115.81
1208,13935.18,Estandar,41.0,121.8
1209,42132.37,Estandar,46.71,185.61
1210,21038.91,Estandar,53.79,207.9
1211,25857.75,Empresarial,42.83,171.23
1212,15975.68,Premium,35.96,144.93
1213,17763.75,Estandar,32.18,121.59
1214,14768.56,Estandar,25.23,85.11
1215,7494.33,Basico,46.48,143.7
1216,11704.13,Empresarial,27.96,138.91
1217,10059.61,Basico,34.99,147.6
1218,8626.34,Basico,44.09,139.35
1219,12476.78,Empresarial,29.96,113.88
1220,30143.8,Estandar,55.7,185.16
1221,18665.78,Basico,61.1,181.22
1222,29783.13,Basico,41.76,153.89
1223,21891.29,Basico,43.44,144.29
1224,24931.71,Estandar,58.06,176.18
1225,13831.25,Basico,39.29,104.82
1226,22774.18,Empresarial,38.26,99.51
1227,24466.25,Empresarial,67.95,221.35
1228,15493.46,Estandar,63.26,213.99
1229,23059.64,Estandar,59.02,181.09
1230,23113.35,Basico,63.88,234.31
1231,15641.09,Basico,20.34,81.42
1232,12797.83,Estandar,70.31,252.38
1233,12525.92,Basico,55.88,188.66
1234,19541.13,Basico,65.16,202.32
1235,21257.25,Basico,55.81,195.86
1236,14365.95,Basico,50.73,145.71
1237,19135.58,Basico,45.87,175.68
1238,23148.56,Estandar,55.51,168.64
1239,23537.89,Premium,45.32,183.46
1240,32635.57,Estandar,63.02,206.89
1241,29641.87,Premium,26.2,127.79
1242,13353.69,Basico,41.88,121.75
1243,34175.19,Premium,80.67,253.14
1244,15743.11,Estandar,40.61,155.41
1245,27329.05,Basico,46.42,
1246,19414.89,Empresarial,36.76,175.63
1247,16411.67,Basico,55.04,191.65
1248,10069.9,Basico,38.96,186.71
1249,17853.46,Basico,47.22,159.13
1250,10984.23,Basico,62.73,241.94
1251,26597.03,Basico,39.52,118.95
1252,32237.24,Estandar,61.83,222.18
1253,14343.92,Premium,62.33,154.69
1254,21071.78,Basico,65.82,196.02
1255,14707.5,Estandar,52.11,193.2
1256,15214.9,Basico,98.62,292.91
1257,24861.44,Premium,65.82,234.71
1258,18704.35,Basico,54.87,212.77
1259,34852.38,Basico,36.86,121.74
1260,16014.0,Estandar,48.54,146.26
1261,26896.94,Estandar,71.39,229.47
1262,19615.88,Premium,75.64,230.35
1263,25047.32,Estandar,72.17,241.21
1264,16211.8,Premium,61.78,214.06
1265,18632.35,Basico,31.17,108.96
1266,18207.25,Basico,57.31,239.51
1267,14148.73,Basico,31.38,99.29
1268,23902.27,Basico,27.69,140.62
1269,23803.48,Basico,53.59,160.09
1270,23335.8,Estandar,57.85,201.15
1271,32465.65,Basico,63.55,246.58
1272,31485.13,Estandar,57.46,226.4
1273,16626.77,Estandar,57.97,189.21
1274,21602.59,Estandar,35.23,143.09
1275,15240.93,Estandar,48.43,180.65
1276,19113.96,Basico,27.39,91.42
1277,15368.69,Basico,19.95,97.24
1278,33423.84,Estandar,61.11,256.0
1279,21531.98,Estandar,38.7,151.77
1280,17565.46,Basico,63.09,229.73
1281,28789.51,Basico,66.63,243.34
1282,8868.71,Estandar,40.71,109.68
1283,9368.09,Estandar,58.85,213.96
1284,25047.86,Basico,40.08,118.84
1285,19363.86,Basico,22.31,74.42
1286,20695.18,Premium,51.85,234.78
1287,11917.48,Basico,42.94,146.77
1288,18804.81,Premium,43.4,136.03
1289,38224.36,Basico,79.63,295.67
1290,25297.73,Estandar,27.11,80.36
1291,20118.54,Basico,55.74,181.62
1292,16257.85,Basico,35.08,159.97
1293,16512.94,Premium,63.62,218.3
1294,8998.21,Estandar,54.48,149.84
1295,20747.36,Empresarial,55.69,206.24
1296,25486.88,Basico,35.83,121.15
1297,10921.99,Premium,38.52,177.9
1298,15040.53,Premium,63.91,202.96
1299,12643.36,Estandar,76.56,283.62
1300,13522.73,Basico,57.2,241.73
1301,19316.57,Estandar,36.54,112.0
1302,9140.4,Estandar,55.08,185.93
1303,23505.62,Empresarial,86.41,297.59
1304,24682.49,Basico,51.54,158.33
1305,17363.3,Basico,71.93,249.73
1306,7956.56,Basico,38.9,134.95
1307,13376.48,Estandar,49.37,166.92
1308,29188.08,Empresarial,59.29,205.03
1309,7170.29,Basico,55.96,195.26
1310,16787.11,Estandar,38.5,143.46
1311,12544.02,Premium,37.86,122.39
1312,25124.52,Basico,64.82,207.08
1313,14968.6,Basico,67.87,227.44
1314,21837.5,Estandar,72.68,244.2
1315,23107.47,Estandar,77.06,247.91
1316,36050.61,Basico,52.02,189.36
1317,17658.46,Premium,45.33,115.16
1318,21625.22,Estandar,70.26,219.56
1319,11273.73,Premium,60.7,201.16
1320,28757.24,Premium,35.26,107.91
1321,14527.84,Premium,34.5,167.67
1322,15579.89,Estandar,57.38,198.35
1323,18811.3,Basico,47.34,171.18
1324,10970.78,Estandar,49.6,161.69
1325,20538.77,Basico,66.09,224.48
1326,26598.58,Estandar,61.39,179.91
1327,21005.23,Basico,69.95,232.59
1328,10871.35,Estandar,21.03,61.76
1329,18154.37,Basico,53.8,179.85
1330,24580.53,Basico,60.42,143.31
1331,9825.18,Basico,27.1,
1332,13014.66,Estandar,40.18,181.15
1333,25765.46,Premium,37.39,156.68
1334,20838.0,Basico,50.33,208.98
1335,21898.86,Premium,74.42,285.39
1336,36345.41,Premium,80.34,
1337,22336.86,Basico,37.79,125.81
1338,23867.21,Estandar,57.9,173.55
1339,48960.1,Basico,58.38,229.65
1340,17591.45,Basico,55.81,194.64
1341,14339.04,Estandar,55.98,255.9
1342,22020.49,Basico,54.56,180.0
1343,22106.94,Premium,75.31,302.79
1344,15766.61,Premium,66.54,222.34
1345,13209.1,Premium,34.1,159.1
1346,42550.44,Estandar,61.94,254.42
1347,21256.02,Estandar,63.39,190.92
1348,14672.06,Empresarial,54.72,177.52
1349,26123.11,Basico,66.97,201.79
1350,18247.79,Basico,52.82,153.0
1351,17352.49,Estandar,53.01,201.0
1352,23081.7,Basico,51.82,175.72
1353,12062.31,Basico,19.73,82.46
1354,21448.7,Basico,48.79,185.17
1355,37031.87,Estandar,39.98,97.49
1356,22318.3,Basico,32.2,152.0
1357,16619.4,Basico,71.51,232.95
1358,15875.2,Basico,57.56,211.76
1359,16422.06,Basico,49.55,189.13
1360,17345.93,Premium,41.53,183.01
1361,16610.12,Basico,54.44,186.15
1362,26126.59,Estandar,64.87,168.01
1363,10335.88,Premium,37.6,137.97
1364,25634.64,Basico,49.93,179.79
1365,16599.2,Premium,63.02,189.51
1366,21632.06,Estandar,20.96,88.66
1367,12778.95,Estandar,49.14,163.3
1368,30182.6,Basico,43.56,121.47
1369,29318.45,Basico,47.99,185.56
1370,26525.36,Empresarial,42.48,137.58
1371,11157.15,Premium,52.06,171.24
1372,25341.34,Empresarial,78.85,252.88
1373,21844.39,Premium,45.14,190.82
1374,10809.22,Basico,54.38,187.54
1375,18797.81,Premium,79.92,269.73
1376,21538.28,Estandar,41.75,138.41
1377,23031.69,Premium,77.22,270.95
1378,20171.81,Basico,50.08,208.98
1379,20992.72,Basico,76.73,274.05
1380,31753.68,Premium,61.25,227.06
1381,29118.0,Premium,54.61,204.44
1382,6950.24,Estandar,49.02,137.44
1383,16964.81,Basico,40.64,124.08
1384,17896.71,Basico,51.14,173.4
1385,10267.77,Empresarial,63.46,198.58
1386,19593.71,Basico,49.8,147.78
1387,29350.51,Basico,45.25,113.47
1388,12961.01,Estandar,46.24,129.68
1389,21327.24,Basico,64.89,214.74
1390,13759.18,Estandar,68.38,230.23
1391,14985.39,Basico,39.99,124.15
1392,31795.75,Premium,39.97,145.88
1393,15679.43,Premium,55.69,181.79
1394,22287.35,Empresarial,72.91,273.29
1395,9848.49,Estandar,67.19,224.25
1396,36381.33,Basico,31.22,134.2
1397,23410.23,Estandar,46.04,167.8
1398,17785.26,Premium,36.04,96.68
1399,23189.18,Estandar,45.99,160.29
1400,11574.54,Estandar,74.07,218.71
1401,28678.01,Estandar,28.66,106.15
1402,16925.99,Estandar,25.72,81.09
1403,17651.49,Estandar,37.57,146.02
1404,15961.27,Basico,54.31,154.8
1405,15471.76,Estandar,59.31,204.23
1406,24176.46,Estandar,56.56,209.65
1407,20734.77,Basico,67.64,252.36
1408,23815.97,Premium,23.55,73.91
1409,18900.09,Estandar,67.83,230.7
1410,22688.65,Basico,45.32,165.09
1411,16373.23,Premium,60.97,247.69
1412,41373.93,Estandar,30.15,76.43
1413,10951.42,Premium,50.07,152.45
1414,29475.89,Basico,53.54,256.1
1415,30600.38,Premium,67.34,221.91
1416,14069.22,Basico,26.22,54.01
