id_usuario,grupo,edad,region,conversion,gasto,tiempo_sitio
83,A,45.0,Sur,1,275.14,72.9
741,A,41.0,Centro,0,132.49,92.0
465,A,18.0,Occidente,0,364.36,294.0
714,A,48.0,Centro,0,178.75,100.8
808,A,30.0,Sureste,0,342.83,95.8
1105,B,39.0,Sureste,0,667.46,53.1
334,A,35.0,Centro,1,706.6,42.8
11,A,43.0,Sureste,0,124.75,
471,A,32.0,Norte,1,45.63,43.2
33,A,32.0,Centro,0,137.36,265.0
997,B,34.0,Centro,0,133.93,41.6
414,A,38.0,Occidente,0,436.33,104.7
581,A,27.0,Sureste,0,663.01,54.5
383,A,24.0,Occidente,0,366.14,49.4
737,A,31.0,Sur,0,216.28,87.2
1081,B,33.0,Sur,0,1011.84,7.5
1072,B,31.0,Occidente,0,241.56,53.8
748,A,43.0,Occidente,0,452.37,73.2
1078,B,54.0,Centro,0,595.09,121.7
379,A,32.0,Centro,0,890.64,16.4
90,A,44.0,Centro,0,81.79,77.5
602,A,40.0,Norte,0,741.73,45.4
214,A,38.0,Occidente,0,700.51,70.5
333,A,48.0,Centro,0,347.43,130.5
134,A,26.0,Occidente,0,812.95,75.6
347,A,18.0,Centro,0,1305.23,68.4
795,A,32.0,Norte,0,703.26,98.7
8,A,33.0,Norte,1,909.31,66.7
752,A,42.0,Centro,0,639.22,89.3
321,A,28.0,Norte,0,445.06,108.7
953,B,31.0,Norte,0,115.21,113.8
188,A,32.0,Norte,1,651.36,132.7
869,A,29.0,Sureste,0,114.01,63.5
553,A,48.0,Occidente,0,116.86,100.0
305,A,42.0,Sur,0,496.74,39.7
32,A,37.0,Centro,0,108.25,55.0
745,A,44.0,Norte,0,181.88,38.6
241,A,31.0,Sureste,0,215.68,11.1
888,A,27.0,Occidente,0,196.98,111.7
175,A,41.0,Occidente,0,175.71,50.8
246,A,24.0,Norte,0,184.8,61.4
57,A,43.0,Sur,0,57.27,78.6
631,A,45.0,Sur,0,415.46,73.9
584,A,22.0,Centro,0,330.91,101.9
917,A,35.0,Centro,0,65.55,64.9
146,A,41.0,Centro,0,317.63,43.1
91,A,34.0,Occidente,0,466.89,96.4
393,A,30.0,Sur,0,354.33,117.5
311,A,48.0,Sureste,0,217.63,257.6
360,A,23.0,Occidente,0,172.16,136.7
94,A,28.0,Norte,1,469.43,43.0
846,A,50.0,Sur,0,418.8,181.4
916,A,39.0,Sureste,0,310.26,122.2
377,A,41.0,Sureste,1,446.57,47.7
244,A,,Centro,0,338.53,166.1
1009,B,36.0,Norte,1,560.34,196.2
88,A,36.0,Centro,0,59.51,8.4
215,A,37.0,Occidente,0,188.11,62.3
445,A,29.0,Sureste,0,218.17,67.0
174,A,39.0,Sur,0,431.11,22.6
426,A,28.0,Sureste,0,154.06,57.5
944,A,48.0,Norte,1,353.22,108.2
119,A,25.0,Centro,0,666.12,56.8
120,A,44.0,Centro,0,434.23,171.8
996,B,39.0,Centro,0,1630.42,61.8
793,A,42.0,Centro,0,352.75,46.6
1,A,40.0,Sureste,0,333.94,101.2
395,A,36.0,Norte,0,524.15,27.3
402,A,22.0,Occidente,0,1016.45,40.1
405,A,32.0,Sur,0,30.32,78.4
1000,B,38.0,Occidente,0,1159.32,276.4
942,A,40.0,Centro,0,350.4,18.2
163,A,36.0,Occidente,0,125.37,61.8
115,A,33.0,Centro,0,146.56,88.5
1011,B,34.0,Occidente,1,342.45,81.1
151,A,40.0,Norte,0,244.5,52.4
715,A,46.0,Sur,1,198.36,21.1
703,A,37.0,Occidente,1,1602.75,71.9
887,A,,Occidente,0,783.82,53.1
369,A,30.0,Centro,0,394.15,40.0
544,A,32.0,Sur,0,506.05,203.0
478,A,46.0,Sur,0,50.97,47.5
1067,B,39.0,Occidente,0,867.57,175.0
533,A,39.0,Sur,0,112.89,161.4
626,A,,Norte,0,886.39,
864,A,44.0,Norte,0,545.01,109.7
513,A,34.0,Centro,0,121.32,31.5
833,A,33.0,Occidente,0,218.44,66.2
73,A,28.0,Occidente,1,259.18,33.5
259,A,35.0,Centro,0,197.25,101.1
625,A,49.0,Occidente,0,675.17,127.4
235,A,43.0,Sur,0,310.85,93.0
136,A,32.0,Centro,0,623.88,133.6
617,A,44.0,Norte,0,229.93,91.3
517,A,20.0,Centro,0,101.17,137.9
1016,B,40.0,Occidente,0,132.84,275.1
593,A,21.0,Centro,0,585.08,95.2
971,B,33.0,Occidente,0,2228.03,133.6
502,A,42.0,Centro,0,292.37,69.5
539,A,43.0,Centro,0,495.34,67.7
802,A,39.0,Occidente,1,617.27,31.9
582,A,54.0,Centro,0,192.11,19.9
344,A,37.0,Centro,0,275.34,153.1
826,A,45.0,Sur,1,745.42,140.9
759,A,30.0,Centro,0,339.61,45.3
294,A,30.0,Centro,0,374.61,184.8
365,A,35.0,Sureste,0,315.67,110.9
1096,B,49.0,Norte,0,208.25,121.2
660,A,18.0,Occidente,0,414.97,39.6
15,A,50.0,Occidente,0,324.71,81.3
687,A,60.0,Sur,0,148.72,148.2
87,A,42.0,Centro,0,351.13,147.1
371,A,40.0,Sur,0,945.84,89.7
166,A,36.0,Norte,1,170.7,75.4
132,A,,Occidente,0,206.32,101.6
336,A,24.0,Sureste,1,420.88,152.5
60,A,35.0,Norte,0,83.51,31.7
710,A,39.0,Sur,1,1030.67,34.6
677,A,43.0,Norte,0,782.27,25.9
355,A,45.0,Sureste,1,447.46,66.0
425,A,23.0,Centro,0,208.87,80.4
293,A,30.0,Centro,0,138.77,41.6
42,A,28.0,Occidente,0,424.05,100.2
330,A,31.0,Sur,0,413.1,73.1
615,A,32.0,Sureste,0,732.83,50.7
430,A,35.0,Occidente,1,982.93,71.9
80,A,25.0,Sureste,0,283.97,79.9
694,A,32.0,Centro,0,258.17,42.7
29,A,38.0,Centro,0,55.87,63.4
708,A,40.0,Centro,0,276.43,52.0
797,A,27.0,Norte,0,302.65,153.2
255,A,26.0,Sur,0,183.94,99.3
914,A,53.0,Sur,0,1372.3,105.7
459,A,25.0,Occidente,0,282.49,29.7
384,A,35.0,Centro,0,610.16,94.9
314,A,28.0,Sureste,0,53.67,109.4
85,A,41.0,Occidente,0,1145.05,29.3
575,A,41.0,Centro,1,76.65,52.8
137,A,38.0,Norte,0,470.89,53.7
112,A,36.0,Centro,0,308.95,72.4
195,A,29.0,Centro,0,578.86,118.3
179,A,53.0,Centro,0,301.4,76.5
556,A,34.0,Centro,1,94.51,115.4
724,A,25.0,Norte,0,334.85,95.2
497,A,31.0,Sureste,0,1192.92,92.0
130,A,23.0,Sur,0,451.53,44.4
716,A,42.0,Sur,0,254.31,199.6
338,A,25.0,Centro,0,279.67,122.3
1121,B,35.0,Sur,0,287.38,29.4
609,A,31.0,Sur,0,589.76,31.3
125,A,37.0,Centro,0,506.92,70.1
196,A,43.0,Occidente,0,231.74,93.6
227,A,28.0,Sur,0,313.58,30.4
690,A,18.0,Sur,0,189.47,16.3
269,A,29.0,Sureste,1,452.27,71.3
153,A,30.0,Norte,1,247.29,44.1
585,A,40.0,Sureste,0,242.81,14.1
104,A,37.0,Centro,0,519.07,94.2
594,A,23.0,Norte,0,463.86,161.0
1036,B,25.0,Sur,1,252.32,32.1
862,A,20.0,Sur,0,438.31,49.7
777,A,23.0,Centro,0,222.14,18.5
1119,B,30.0,Sureste,0,213.11,208.5
228,A,31.0,Sureste,1,212.16,57.7
1058,B,,Sureste,0,439.78,53.7
302,A,44.0,Norte,0,236.4,85.5
276,A,34.0,Centro,0,519.76,38.7
127,A,42.0,Centro,1,315.19,10.2
406,A,44.0,Centro,0,130.79,25.5
776,A,30.0,Centro,0,39.13,186.6
999,B,28.0,Centro,0,854.91,91.7
766,A,31.0,Sureste,0,305.48,90.7
684,A,36.0,Sur,0,304.4,300.6
750,A,20.0,Centro,0,583.04,143.8
1061,B,35.0,Occidente,0,653.05,73.7
37,A,18.0,Occidente,0,506.56,78.6
140,A,25.0,Norte,1,191.25,96.7
304,A,33.0,Centro,0,508.16,106.3
268,A,40.0,Sur,0,896.11,143.8
534,A,24.0,Sur,0,201.25,13.4
546,A,53.0,Centro,0,322.13,76.8
213,A,42.0,Centro,1,763.78,28.1
469,A,50.0,Centro,0,625.92,9.2
199,A,35.0,Centro,0,319.61,102.2
673,A,18.0,Norte,0,540.4,151.0
528,A,34.0,Occidente,1,1123.81,365.2
676,A,35.0,Sur,0,233.09,96.8
965,B,19.0,Sureste,0,442.03,94.8
242,A,44.0,Centro,0,147.97,91.6
343,A,38.0,Sureste,0,298.67,23.4
550,A,30.0,Sur,0,408.44,38.8
387,A,31.0,Occidente,0,73.43,73.5
1040,B,36.0,Norte,0,694.84,276.1
207,A,32.0,Centro,0,472.81,296.8
296,A,36.0,Sur,0,488.23,45.2
696,A,48.0,Norte,1,337.44,77.3
939,A,42.0,Centro,0,1128.63,60.5
74,A,33.0,Occidente,0,24.8,67.1
1003,B,18.0,Sureste,0,288.01,246.4
105,A,46.0,Centro,0,229.7,127.0
842,A,28.0,Norte,0,194.7,129.2
867,A,27.0,Norte,0,460.71,156.0
1103,B,30.0,Centro,0,289.7,112.4
17,A,34.0,Centro,0,193.07,53.1
440,A,32.0,Centro,0,425.9,89.8
92,A,,Centro,0,419.68,67.6
89,A,20.0,Sureste,0,837.27,78.0
979,B,41.0,Occidente,0,153.33,65.2
451,A,35.0,Centro,0,312.19,90.6
718,A,22.0,Centro,0,594.49,18.8
103,A,32.0,Occidente,0,260.09,17.0
239,A,43.0,Centro,1,386.79,44.2
969,B,25.0,Sur,0,237.43,200.1
247,A,27.0,Centro,0,434.46,46.3
871,A,43.0,Centro,0,475.33,7.9
158,A,37.0,Norte,1,261.27,87.5
480,A,39.0,Sureste,0,152.18,79.4
839,A,50.0,Sur,0,192.8,155.4
646,A,52.0,Norte,0,171.59,21.8
6,A,30.0,Sur,0,316.38,285.7
1006,B,50.0,Occidente,0,334.86,316.3
19,A,34.0,Norte,1,164.52,124.3
861,A,44.0,Norte,0,276.47,143.0
122,A,26.0,Centro,0,266.48,323.5
1022,B,24.0,Centro,0,568.54,52.0
882,A,37.0,Centro,1,400.41,83.8
275,A,33.0,Occidente,0,153.65,73.9
434,A,53.0,Centro,0,369.46,32.5
993,B,27.0,Centro,0,1010.91,81.1
1066,B,40.0,Norte,0,778.19,133.7
312,A,37.0,Sur,0,273.03,106.4
926,A,35.0,Norte,0,695.06,56.1
1021,B,35.0,Centro,0,468.27,63.3
781,A,35.0,Occidente,0,463.73,167.6
547,A,35.0,Centro,0,294.66,64.2
182,A,35.0,Centro,0,790.7,82.8
185,A,22.0,Sur,0,441.2,404.6
407,A,41.0,Sur,0,120.09,133.1
720,A,26.0,Sureste,0,535.32,166.1
607,A,41.0,Centro,0,234.18,84.3
693,A,26.0,Centro,0,92.15,44.0
521,A,40.0,Centro,0,504.42,53.1
866,A,28.0,Occidente,1,529.07,52.3
381,A,23.0,Sur,0,1148.37,95.5
411,A,24.0,Centro,0,227.82,75.4
635,A,43.0,Norte,0,66.99,6.7
370,A,32.0,Norte,0,144.2,60.0
1049,B,44.0,Centro,0,665.84,90.2
1019,B,26.0,Occidente,0,238.03,26.7
1126,B,43.0,Norte,0,231.26,43.3
79,A,39.0,Sureste,0,70.97,405.6
863,A,31.0,Centro,0,655.99,96.7
574,A,24.0,Occidente,0,157.18,43.2
1109,B,33.0,Norte,1,848.33,218.8
638,A,18.0,Centro,0,100.66,82.2
608,A,35.0,Sureste,0,322.51,220.8
967,B,,Sur,0,241.74,76.0
69,A,49.0,Norte,0,590.73,57.7
860,A,32.0,Centro,0,676.95,184.9
1017,B,18.0,Norte,0,440.79,90.9
1082,B,26.0,Centro,1,326.97,46.6
417,A,27.0,Centro,0,164.59,79.8
1120,B,41.0,Occidente,0,61.14,148.8
562,A,31.0,Centro,0,405.59,151.9
68,A,37.0,Sur,1,577.95,16.8
537,A,22.0,Centro,0,1130.69,271.1
78,A,29.0,Centro,0,89.66,62.4
106,A,35.0,Sur,0,302.7,164.8
1127,B,37.0,Sureste,0,382.66,43.2
1110,B,24.0,Sur,0,381.06,73.9
639,A,44.0,Centro,0,368.48,11.2
560,A,31.0,Occidente,0,315.57,52.5
847,A,39.0,Sur,0,364.66,44.1
928,A,33.0,Sureste,0,82.39,115.4
691,A,20.0,Centro,0,387.31,69.2
949,A,34.0,Norte,0,100.65,85.8
1047,B,20.0,Centro,0,1262.82,132.8
1092,B,25.0,Occidente,0,826.89,156.3
1048,B,39.0,Sur,0,363.7,124.6
736,A,39.0,Sur,0,405.38,34.3
947,A,21.0,Sureste,0,525.99,153.5
491,A,39.0,Norte,0,682.13,
1123,B,22.0,Centro,0,58.04,283.5
830,A,36.0,Centro,0,721.87,95.3
1029,B,33.0,Occidente,0,272.64,61.6
606,A,24.0,Norte,0,633.85,81.0
364,A,48.0,Sureste,0,880.82,126.5
70,A,39.0,Norte,0,362.4,141.4
549,A,43.0,Occidente,0,130.42,71.8
809,A,35.0,Sureste,0,554.8,68.9
161,A,35.0,Sur,1,54.55,154.1
875,A,35.0,Sur,0,176.3,69.1
12,A,24.0,Centro,0,321.5,81.0
145,A,33.0,Centro,1,290.64,50.1
918,A,42.0,Sur,1,92.7,120.8
518,A,36.0,Centro,0,177.01,154.7
428,A,48.0,Centro,0,684.59,239.8
640,A,33.0,Norte,0,206.64,124.4
177,A,,Norte,0,111.63,71.7
441,A,29.0,Norte,0,203.13,113.2
815,A,41.0,Centro,0,370.05,78.6
522,A,18.0,Norte,0,262.28,45.5
1050,B,28.0,Centro,0,723.76,110.7
449,A,36.0,Centro,0,224.73,280.9
689,A,29.0,Occidente,0,896.14,102.0
232,A,37.0,Norte,0,400.71,98.0
211,A,40.0,Sur,0,329.78,228.6
641,A,23.0,Sur,0,214.75,150.1
144,A,23.0,Centro,1,510.66,219.2
754,A,39.0,Norte,0,334.92,71.2
520,A,21.0,Centro,0,66.33,36.2
349,A,40.0,Centro,0,494.89,95.9
299,A,18.0,Occidente,0,1434.3,79.7
823,A,44.0,Sureste,0,896.87,428.7
767,A,38.0,Sureste,0,287.38,64.5
429,A,38.0,Sureste,0,181.09,41.3
613,A,22.0,Centro,1,423.9,37.1
1086,B,22.0,Norte,0,479.51,313.0
1091,B,21.0,Centro,0,662.52,40.5
9,A,37.0,Sur,0,454.78,66.4
157,A,20.0,Norte,0,952.87,112.9
540,A,31.0,Norte,0,176.5,169.9
507,A,25.0,Centro,0,113.63,74.2
437,A,31.0,Occidente,0,498.16,100.7
267,A,46.0,Occidente,0,1186.74,112.7
827,A,40.0,Sur,0,342.02,146.8
462,A,34.0,Occidente,0,577.76,150.4
577,A,46.0,Centro,0,644.11,66.1
339,A,21.0,Occidente,0,129.6,25.3
256,A,18.0,Centro,0,1156.7,78.5
981,B,38.0,Occidente,0,360.11,105.9
1034,B,30.0,Sur,0,254.03,98.2
666,A,38.0,Sureste,0,69.26,105.7
561,A,28.0,Norte,1,165.66,132.8
209,A,57.0,Centro,0,442.88,115.2
911,A,31.0,Norte,0,161.47,105.3
288,A,51.0,Norte,0,181.43,38.9
2,A,41.0,Norte,0,437.87,97.0
940,A,20.0,Centro,0,234.34,30.2
342,A,32.0,Centro,0,135.02,24.1
270,A,41.0,Centro,0,657.13,60.1
266,A,34.0,Centro,0,1053.14,27.4
915,A,18.0,Sur,0,158.22,108.0
995,B,31.0,Centro,0,252.73,216.5
1005,B,29.0,Norte,0,754.58,41.9
881,A,25.0,Sureste,0,274.55,339.5
96,A,41.0,Sur,0,536.11,32.6
1108,B,27.0,Norte,0,97.06,140.6
865,A,49.0,Sur,0,429.21,177.9
43,A,32.0,Centro,0,601.05,142.7
874,A,23.0,Occidente,0,111.1,113.0
980,B,26.0,Norte,0,308.9,57.9
399,A,48.0,Norte,0,881.79,274.6
1020,B,30.0,Sur,0,280.06,210.8
629,A,32.0,Centro,0,101.84,127.2
937,A,24.0,Sureste,0,159.15,56.0
46,A,37.0,Centro,0,454.24,18.5
162,A,33.0,Sur,0,914.2,27.8
728,A,43.0,Occidente,0,705.34,41.1
630,A,31.0,Sur,0,354.03,62.5
289,A,23.0,Norte,0,209.17,57.2
590,A,31.0,Sureste,0,576.58,55.1
1063,B,37.0,Centro,0,380.82,120.7
902,A,31.0,Norte,0,186.56,81.8
1099,B,31.0,Centro,0,553.12,115.2
925,A,42.0,Centro,0,140.07,53.1
576,A,,Norte,0,160.34,147.0
851,A,43.0,Centro,0,239.13,70.2
316,A,29.0,Occidente,0,549.87,256.5
812,A,36.0,Sur,0,103.4,168.3
912,A,39.0,Norte,0,816.19,191.3
231,A,51.0,Sur,1,388.32,103.0
810,A,40.0,Centro,0,431.15,178.9
699,A,36.0,Centro,0,797.18,52.9
1012,B,29.0,Occidente,1,473.23,109.8
712,A,35.0,Occidente,0,666.57,315.3
933,A,30.0,Norte,0,210.56,79.2
878,A,22.0,Norte,0,156.48,158.4
77,A,32.0,Occidente,0,267.67,84.2
909,A,28.0,Occidente,0,83.55,42.6
634,A,23.0,Sur,0,134.44,53.0
1111,B,23.0,Centro,1,342.8,106.7
248,A,36.0,Sureste,0,316.32,57.6
820,A,26.0,Norte,0,1143.17,260.8
825,A,38.0,Norte,0,217.06,35.3
477,A,47.0,Norte,0,622.66,95.0
876,A,18.0,Norte,1,288.37,49.8
671,A,25.0,Centro,0,1149.26,142.7
86,A,37.0,Norte,0,30.73,56.7
470,A,23.0,Occidente,0,210.53,160.4
226,A,48.0,Occidente,0,167.55,287.4
889,A,45.0,Norte,0,1117.5,101.6
775,A,19.0,Occidente,0,590.67,76.3
332,A,34.0,Centro,1,464.93,205.7
234,A,32.0,Sur,1,467.43,89.2
589,A,18.0,Occidente,0,346.1,48.3
476,A,36.0,Centro,0,335.52,25.4
1062,B,40.0,Sureste,0,398.69,51.2
662,A,39.0,Centro,0,360.16,219.5
600,A,33.0,Occidente,0,474.14,136.6
970,B,39.0,Occidente,0,303.1,50.7
422,A,39.0,Sur,0,365.63,82.5
183,A,37.0,Centro,0,175.33,168.1
989,B,32.0,Centro,0,340.85,39.4
1001,B,18.0,Centro,0,490.21,177.2
50,A,38.0,Sureste,0,498.21,78.6
1055,B,34.0,Occidente,0,138.96,174.3
1030,B,31.0,Norte,0,102.33,203.1
530,A,39.0,Occidente,1,329.24,71.2
487,A,50.0,Centro,0,746.95,46.6
498,A,34.0,Centro,0,504.05,31.6
107,A,40.0,Sur,0,947.66,100.1
444,A,45.0,Norte,0,813.82,149.2
647,A,44.0,Sureste,0,164.07,59.4
1037,B,30.0,Sur,0,479.22,181.6
727,A,33.0,Sureste,0,572.5,95.9
191,A,32.0,Centro,0,299.47,100.8
283,A,42.0,Sur,0,107.04,51.8
30,A,27.0,Centro,0,823.99,22.5
170,A,29.0,Centro,1,84.78,38.7
1002,B,39.0,Occidente,0,802.96,69.4
101,A,39.0,Occidente,0,529.09,160.4
198,A,18.0,Sureste,1,192.22,231.3
496,A,51.0,Occidente,0,455.69,88.6
648,A,32.0,Norte,0,1059.23,45.1
988,B,32.0,Norte,0,586.45,143.5
45,A,30.0,Centro,0,355.17,103.3
711,A,41.0,Centro,0,31.93,202.8
374,A,34.0,Norte,0,139.84,78.1
679,A,21.0,Centro,0,300.48,86.5
567,A,51.0,Norte,0,822.98,59.1
848,A,27.0,Sureste,0,644.27,157.2
461,A,36.0,Norte,0,616.69,68.4
40,A,54.0,Norte,0,727.72,79.1
435,A,29.0,Norte,0,131.92,68.4
974,B,20.0,Norte,0,357.36,238.8
1008,B,39.0,Norte,0,243.46,99.2
457,A,19.0,Centro,0,1412.68,68.4
261,A,50.0,Norte,0,135.82,154.2
36,A,28.0,Sureste,0,141.36,36.8
828,A,31.0,Occidente,0,358.42,126.3
310,A,33.0,Centro,0,1363.98,39.1
277,A,33.0,Sur,0,968.21,50.9
637,A,20.0,Sur,0,685.12,26.8
655,A,24.0,Centro,0,287.36,148.3
623,A,34.0,Centro,0,215.01,140.1
845,A,32.0,Centro,0,147.17,27.9
394,A,46.0,Sureste,0,17.01,133.6
108,A,35.0,Occidente,1,353.97,115.7
350,A,31.0,Centro,0,480.43,110.1
525,A,42.0,Centro,0,458.83,78.8
785,A,36.0,Norte,0,1692.6,14.1
48,A,30.0,Centro,0,321.22,92.8
204,A,35.0,Norte,0,747.83,80.6
22,A,45.0,Centro,0,566.5,43.9
403,A,56.0,Centro,0,175.24,44.1
990,B,30.0,Occidente,0,430.56,54.4
742,A,43.0,Norte,0,775.33,27.8
34,A,43.0,Centro,0,241.17,102.3
788,A,40.0,Sur,0,507.77,147.7
924,A,18.0,Norte,0,708.52,28.6
1044,B,57.0,Centro,0,630.02,112.9
1088,B,31.0,Sureste,0,76.74,74.8
580,A,34.0,Sureste,0,181.0,100.6
482,A,42.0,Norte,0,239.55,64.0
932,A,46.0,Occidente,0,512.12,59.0
357,A,33.0,Occidente,0,449.85,38.9
760,A,31.0,Sur,0,646.17,273.2
93,A,41.0,Norte,0,58.12,143.1
804,A,29.0,Centro,0,489.76,72.1
746,A,29.0,Centro,0,960.52,32.8
280,A,36.0,Sureste,0,685.28,81.1
765,A,52.0,Centro,0,114.0,83.4
605,A,38.0,Occidente,0,128.21,263.8
1117,B,27.0,Centro,1,455.35,88.7
401,A,36.0,Centro,0,463.69,129.4
258,A,19.0,Norte,0,202.42,38.1
945,A,22.0,Centro,0,491.15,52.6
1097,B,25.0,Occidente,0,733.34,129.2
495,A,40.0,Sureste,0,1042.9,65.5
773,A,37.0,Sur,0,918.41,20.2
551,A,30.0,Sur,0,178.25,203.8
202,A,30.0,Centro,1,541.37,68.6
313,A,48.0,Sur,0,185.12,241.6
291,A,26.0,Centro,0,153.2,121.5
764,A,32.0,Sureste,0,482.51,47.5
950,A,25.0,Norte,0,579.0,53.5
184,A,28.0,Centro,0,65.4,148.8
1069,B,27.0,Sureste,0,313.68,10.1
1031,B,28.0,Centro,0,270.1,91.0
251,A,29.0,Sur,0,379.5,140.9
824,A,,Occidente,0,191.41,291.3
1100,B,39.0,Norte,0,249.23,85.4
941,A,29.0,Occidente,1,106.5,93.2
392,A,23.0,Centro,0,57.65,216.7
1093,B,36.0,Sur,0,98.27,60.8
905,A,27.0,Occidente,0,959.1,92.1
731,A,28.0,Norte,0,295.01,163.5
555,A,40.0,Occidente,0,387.46,55.9
367,A,37.0,Norte,0,364.24,136.0
346,A,40.0,Occidente,0,690.14,24.4
536,A,52.0,Centro,0,483.39,88.1
920,A,34.0,Occidente,0,164.53,64.4
212,A,41.0,Norte,0,231.22,49.7
503,A,39.0,Centro,0,160.16,94.4
538,A,25.0,Norte,0,430.77,82.9
176,A,31.0,Norte,0,560.54,85.8
