fecha,ventas,unidades,promociones,temperatura,region
2025-08-30,247.63,21,0,21.0,Centro
2025-08-31,218.6,18,0,19.9,Este
2025-09-01,217.67,17,0,17.1,Sur
2025-09-02,232.92,18,0,19.0,Sur
2025-09-03,208.81,16,0,21.1,Centro
2025-09-04,245.57,23,1,18.3,Centro
2025-09-05,265.39,22,1,19.1,Sur
2025-09-06,249.09,19,0,19.2,Centro
2025-09-07,212.14,18,0,16.7,Este
2025-09-08,209.86,16,0,18.9,Este
2025-09-09,200.28,18,0,15.9,Oeste
2025-09-10,221.85,17,0,17.0,Centro
2025-09-11,206.61,17,0,19.4,Oeste
2025-09-12,245.11,21,0,18.3,Centro
2025-09-13,268.77,22,0,17.2,Norte
2025-09-14,231.02,19,1,18.2,Este
2025-09-15,212.36,17,0,17.3,Centro
2025-09-16,247.0,20,1,17.4,Centro
2025-09-17,193.75,15,0,18.2,Centro
2025-09-18,210.49,16,0,16.0,Norte
2025-09-19,220.25,19,0,17.1,Este
2025-09-20,223.38,18,0,16.5,Centro
2025-09-21,219.73,17,0,14.5,Centro
2025-09-22,206.9,16,0,15.4,Sur
2025-09-23,210.64,18,0,19.0,Centro
2025-09-24,206.41,17,0,17.1,Este
2025-09-25,212.44,18,0,14.5,Oeste
2025-09-26,238.48,19,0,14.1,Este
2025-09-27,235.18,20,0,16.1,Oeste
2025-09-28,205.48,16,0,18.5,Norte
2025-09-29,199.88,16,0,15.8,Este
2025-09-30,201.09,17,0,18.0,Centro
2025-10-01,193.12,16,0,16.4,Centro
2025-10-02,192.08,14,0,16.5,Sur
2025-10-03,223.92,17,0,13.7,Centro
2025-10-04,233.78,19,0,17.1,Oeste
2025-10-05,185.04,17,0,15.1,Sur
2025-10-06,199.24,14,0,16.8,Oeste
2025-10-07,202.8,17,0,14.2,Centro
2025-10-08,183.39,13,0,15.6,Norte
2025-10-09,200.49,15,0,15.8,Este
2025-10-10,228.41,18,0,14.9,Centro
2025-10-11,234.91,18,0,15.7,Norte
2025-10-12,184.2,14,0,14.6,Sur
2025-10-13,199.02,16,0,14.0,Oeste
2025-10-14,210.37,16,0,17.3,Este
2025-10-15,210.63,15,0,16.4,Centro
2025-10-16,206.62,17,0,13.6,Norte
2025-10-17,217.61,18,0,15.5,Sur
2025-10-18,222.72,19,0,13.4,Centro
2025-10-19,198.42,14,0,12.7,Norte
2025-10-20,197.42,16,0,16.0,Centro
2025-10-21,204.5,17,0,11.8,Centro
2025-10-22,202.26,15,0,15.7,Norte
2025-10-23,213.87,17,0,,Centro
2025-10-24,221.38,18,0,13.9,Sur
2025-10-25,235.04,21,0,,Centro
2025-10-26,200.66,18,0,14.9,Este
2025-10-27,185.67,13,0,12.8,Centro
2025-10-28,178.4,17,0,15.0,Oeste
2025-10-29,259.66,20,1,14.1,Centro
2025-10-30,206.61,18,0,11.9,Norte
2025-10-31,201.68,17,0,13.5,Centro
2025-11-01,218.48,16,0,15.8,Centro
2025-11-02,198.13,16,0,16.2,Norte
2025-11-03,211.58,17,1,14.7,Este
2025-11-04,189.91,16,0,11.8,Oeste
2025-11-05,211.85,17,0,14.3,Centro
2025-11-06,192.2,17,0,14.8,Centro
2025-11-07,245.93,20,1,14.5,Este
2025-11-08,226.45,18,0,14.6,Sur
2025-11-09,193.08,17,0,13.9,Centro
2025-11-10,195.99,16,0,13.2,Este
2025-11-11,202.99,17,0,12.4,Norte
2025-11-12,198.73,15,0,10.4,Sur
2025-11-13,206.51,15,0,13.8,Centro
2025-11-14,213.9,16,0,13.5,Norte
2025-11-15,224.0,17,0,14.0,Centro
2025-11-16,189.34,16,0,11.2,Este
2025-11-17,192.32,17,0,14.1,Centro
2025-11-18,238.49,19,1,16.2,Este
2025-11-19,201.54,18,0,13.2,Este
2025-11-20,201.35,18,0,13.0,Este
2025-11-21,207.75,17,0,13.5,Centro
2025-11-22,254.11,19,1,16.1,Centro
2025-11-23,187.44,17,0,11.5,Norte
2025-11-24,191.61,15,0,13.3,Sur
2025-11-25,264.6,21,1,11.8,Oeste
2025-11-26,190.37,15,0,12.2,Centro
2025-11-27,204.81,15,0,12.9,Oeste
2025-11-28,226.26,16,0,15.0,Centro
2025-11-29,223.54,19,0,15.7,Centro
2025-11-30,210.95,16,0,13.7,Centro
2025-12-01,225.8,22,0,12.4,Este
2025-12-02,235.84,18,0,16.7,Centro
2025-12-03,227.64,17,0,12.4,Centro
2025-12-04,267.5,22,1,12.2,Este
2025-12-05,258.19,22,0,10.4,Norte
2025-12-06,271.22,22,0,15.1,Centro
2025-12-07,231.01,19,0,14.5,Centro
2025-12-08,242.48,17,0,16.7,Norte
2025-12-09,232.02,18,0,11.0,Centro
2025-12-10,232.74,17,0,15.3,Centro
2025-12-11,321.03,23,1,13.2,Sur
2025-12-12,260.2,21,0,14.3,Centro
2025-12-13,301.27,21,1,10.7,Sur
2025-12-14,267.5,20,1,15.4,Centro
2025-12-15,221.2,17,0,14.4,Centro
2025-12-16,243.13,18,0,13.2,Centro
2025-12-17,233.27,19,0,14.2,Centro
2025-12-18,243.35,20,0,12.1,Centro
2025-12-19,256.61,22,0,12.5,Centro
2025-12-20,305.0,25,1,12.7,Oeste
2025-12-21,221.14,19,0,10.6,Este
2025-12-22,221.04,18,0,14.7,Centro
2025-12-23,237.24,19,0,15.3,Sur
2025-12-24,280.67,23,1,12.5,Sur
2025-12-25,246.76,20,0,14.1,Este
2025-12-26,250.57,20,0,13.2,Centro
2025-12-27,272.68,21,0,14.1,Centro
2025-12-28,223.71,17,0,12.7,Centro
2025-12-29,228.19,19,0,12.4,Centro
2025-12-30,227.23,18,0,15.4,Centro
2025-12-31,252.95,19,0,13.7,Oeste
