id_venta,id_cliente,id_producto,fecha,cantidad,nombre,segmento,ciudad,producto,categoria,precio,ingreso
1258,29,109,2025-01-25,3,Cliente_29,Premium,Mérida,Producto_9,Electrónica,16661.0,49983.0
1259,6,115,2025-06-20,2,Cliente_6,Corporativo,CDMX,Producto_15,Deportes,16653.0,33306.0
1260,5,113,2025-02-20,5,Cliente_5,Premium,Querétaro,Producto_13,Ropa,6281.0,31405.0
1261,16,108,2025-01-17,2,Cliente_16,Corporativo,Querétaro,Producto_8,Hogar,3255.0,6510.0
1262,2,110,2025-02-24,3,Cliente_2,Corporativo,Guadalajara,Producto_10,Ropa,12613.0,37839.0
1263,9,104,2025-04-21,1,Cliente_9,Regular,Guadalajara,Producto_4,Alimentos,11311.0,11311.0
1264,14,113,2025-03-19,4,Cliente_14,Corporativo,Monterrey,Producto_13,Ropa,6281.0,25124.0
1265,30,109,2025-05-22,4,Cliente_30,Premium,Mérida,Producto_9,Electrónica,16661.0,66644.0
1266,30,108,2025-04-20,1,Cliente_30,Premium,Mérida,Producto_8,Hogar,3255.0,3255.0
1267,5,112,2025-03-14,2,Cliente_5,Premium,Querétaro,Producto_12,Electrónica,1989.0,3978.0
1268,27,110,2025-04-25,3,Cliente_27,Premium,Puebla,Producto_10,Ropa,12613.0,37839.0
1269,3,102,2025-06-24,3,Cliente_3,Premium,CDMX,Producto_2,Deportes,6637.0,19911.0
1270,23,105,2025-03-16,5,Cliente_23,Regular,Monterrey,Producto_5,Ropa,13412.0,67060.0
1271,26,103,2025-01-28,2,Cliente_26,Premium,CDMX,Producto_3,Hogar,4576.0,9152.0
1272,27,112,2025-03-15,5,Cliente_27,Premium,Puebla,Producto_12,Electrónica,1989.0,9945.0
1273,7,101,2025-06-01,3,Cliente_7,Regular,Querétaro,Producto_1,Alimentos,9540.0,28620.0
1274,27,104,2025-02-09,5,Cliente_27,Premium,Puebla,Producto_4,Alimentos,11311.0,56555.0
1275,4,109,2025-06-20,2,Cliente_4,Premium,Puebla,Producto_9,Electrónica,16661.0,33322.0
1276,16,111,2025-04-16,1,Cliente_16,Corporativo,Querétaro,Producto_11,Deportes,14020.0,14020.0
1277,15,108,2025-04-19,1,Cliente_15,Corporativo,CDMX,Producto_8,Hogar,3255.0,3255.0
1278,10,113,2025-02-27,2,Cliente_10,Regular,Puebla,Producto_13,Ropa,6281.0,12562.0
1279,1,114,2025-06-15,5,Cliente_1,Regular,Monterrey,Producto_14,Electrónica,15368.0,76840.0
1280,24,102,2025-01-07,1,Cliente_24,Corporativo,Monterrey,Producto_2,Deportes,6637.0,6637.0
1281,11,115,2025-02-23,2,Cliente_11,Premium,CDMX,Producto_15,Deportes,16653.0,33306.0
1282,20,110,2025-03-17,1,Cliente_20,Premium,Mérida,Producto_10,Ropa,12613.0,12613.0
1283,13,110,2025-03-27,5,Cliente_13,Corporativo,Mérida,Producto_10,Ropa,12613.0,63065.0
1284,12,102,2025-03-27,4,Cliente_12,Corporativo,Mérida,Producto_2,Deportes,6637.0,26548.0
1285,27,110,2025-01-27,4,Cliente_27,Premium,Puebla,Producto_10,Ropa,12613.0,50452.0
1286,3,111,2025-02-10,4,Cliente_3,Premium,CDMX,Producto_11,Deportes,14020.0,56080.0
1287,23,109,2025-01-18,4,Cliente_23,Regular,Monterrey,Producto_9,Electrónica,16661.0,66644.0
1288,23,102,2025-04-14,4,Cliente_23,Regular,Monterrey,Producto_2,Deportes,6637.0,26548.0
1289,12,108,2025-03-05,1,Cliente_12,Corporativo,Mérida,Producto_8,Hogar,3255.0,3255.0
1290,8,115,2025-04-12,5,Cliente_8,Corporativo,Mérida,Producto_15,Deportes,16653.0,83265.0
1291,1,111,2025-04-17,4,Cliente_1,Regular,Monterrey,Producto_11,Deportes,14020.0,56080.0
1292,29,103,2025-05-07,4,Cliente_29,Premium,Mérida,Producto_3,Hogar,4576.0,18304.0
1293,29,115,2025-04-09,2,Cliente_29,Premium,Mérida,Producto_15,Deportes,16653.0,33306.0
1294,8,115,2025-04-27,5,Cliente_8,Corporativo,Mérida,Producto_15,Deportes,16653.0,83265.0
1295,1,103,2025-04-16,2,Cliente_1,Regular,Monterrey,Producto_3,Hogar,4576.0,9152.0
1296,4,113,2025-04-28,1,Cliente_4,Premium,Puebla,Producto_13,Ropa,6281.0,6281.0
1297,3,107,2025-04-21,5,Cliente_3,Premium,CDMX,Producto_7,Alimentos,8771.0,43855.0
1298,25,109,2025-02-26,2,Cliente_25,Corporativo,Monterrey,Producto_9,Electrónica,16661.0,33322.0
1299,27,107,2025-02-14,1,Cliente_27,Premium,Puebla,Producto_7,Alimentos,8771.0,8771.0
1300,5,112,2025-05-22,4,Cliente_5,Premium,Querétaro,Producto_12,Electrónica,1989.0,7956.0
