ID_Transaccion,ID_Cliente,Region,Categoria,Unidades,Precio_Unitario,Ingresos,Total_Gastado,Fecha
2,1086,Sur,Hogar,8.0,1783.14,14265.12,20914.75,2025-07-17
329,1072,Sur,Ropa,8.0,2225.68,17805.44,21978.12,2025-03-30
41,1151,Oeste,Electronica,4.0,1055.92,4223.68,5424.16,2025-01-17
25,1194,Este,Belleza,1.0,1342.55,1342.55,2301.11,2025-02-08
262,1168,Oeste,Electronica,10.0,684.58,6845.8,7769.41,2025-08-26
240,1012,Sur,Hogar,11.0,1443.23,15875.53,15970.57,2025-10-04
145,1146,Sur,Electronica,9.0,246.06,2214.54,3038.73,2025-04-29
331,1052,Este,Belleza,4.0,1272.67,5090.68,8194.26,2025-03-26
129,1182,Sur,Hogar,6.0,1730.19,10381.14,10754.56,2025-01-11
187,1049,Norte,Ropa,7.0,1511.1,10577.7,18453.53,2025-04-13
53,1198,Norte,Hogar,,1116.71,,8158.48,2025-05-12
356,1075,Centro,Electronica,5.0,586.45,2932.25,2943.94,2025-01-13
246,1037,Oeste,Electronica,4.0,2264.03,9056.12,13317.18,2025-10-06
261,1123,Norte,Hogar,4.0,902.12,3608.48,5960.85,2025-10-19
357,1065,Este,Deportes,11.0,2071.5,22786.5,26146.32,2025-01-02
279,1152,Sur,Deportes,8.0,1574.76,12598.08,20633.26,2025-06-11
64,1000,Sur,Hogar,7.0,240.68,1684.76,2739.77,2025-07-16
183,1044,Oeste,Electronica,1.0,616.61,616.61,821.25,2025-06-17
399,1194,Centro,Hogar,1.0,2017.4,2017.4,2375.61,2025-05-23
206,1191,Centro,Deportes,6.0,2022.55,12135.3,21274.32,2025-01-18
59,1020,Este,Hogar,10.0,492.17,4921.7,5288.3,2025-07-24
142,1056,Norte,Deportes,9.0,314.58,2831.22,4996.22,2025-04-17
361,1084,Norte,Deportes,9.0,1471.18,13240.62,21340.96,2025-03-31
50,1119,Norte,Hogar,8.0,991.7,7933.6,9829.79,2025-04-10
313,1132,Oeste,Belleza,11.0,794.85,8743.35,12681.43,2025-03-14
209,1040,Este,Electronica,3.0,2401.01,7203.03,8047.49,2025-10-09
138,1158,Norte,Belleza,,2334.14,,32466.02,2025-01-01
120,1162,Norte,Hogar,5.0,1997.3,9986.5,13920.88,2025-02-21
276,1194,Oeste,Ropa,4.0,714.98,2859.92,2886.94,2025-04-10
228,1031,Sur,Deportes,9.0,1634.41,14709.69,21391.55,2025-04-27
130,1084,Este,Ropa,2.0,2438.51,4877.02,8284.07,2025-08-09
185,1082,Este,Belleza,9.0,2082.41,18741.69,24895.58,2025-05-24
215,1077,Norte,Hogar,2.0,1416.45,2832.9,5041.43,2025-06-22
275,1043,Norte,Ropa,4.0,140.6,562.4,633.05,2025-01-23
13,1054,Centro,Hogar,,803.88,,5466.0,2025-08-12
121,1101,Centro,Electronica,2.0,1902.44,3804.88,3991.48,2025-05-20
381,1164,Oeste,Electronica,5.0,1033.68,5168.4,6179.24,2025-02-21
235,1141,Sur,Deportes,1.0,432.91,432.91,517.46,2025-06-20
319,1112,Centro,Deportes,10.0,1075.11,10751.1,17883.13,2025-10-11
188,1016,Oeste,Ropa,7.0,899.39,6295.73,6478.17,2025-01-13
239,1197,Norte,Electronica,5.0,474.96,2374.8,4273.48,2025-04-03
385,1106,Oeste,Belleza,6.0,2246.3,13477.8,17895.3,2025-06-20
222,1023,Centro,Ropa,8.0,2086.54,16692.32,30007.04,2025-06-16
348,1018,Centro,Hogar,6.0,663.98,3983.88,5188.57,2025-08-30
118,1020,Sur,Ropa,10.0,1423.72,14237.2,23011.82,2025-04-02
249,1039,Oeste,Deportes,4.0,1580.75,6323.0,9329.18,2025-01-26
242,1193,Centro,Belleza,10.0,1595.31,15953.1,24556.85,2025-10-03
251,1039,Este,Ropa,6.0,1751.0,10506.0,15239.04,2025-03-12
297,1038,Sur,Electronica,2.0,375.94,751.88,1182.64,2025-02-20
60,1184,Sur,Electronica,6.0,247.31,1483.86,2486.25,2025-03-18
23,1073,Este,Electronica,3.0,1135.45,3406.35,5339.95,2025-04-28
66,1007,Este,Electronica,1.0,2101.98,2101.98,2415.87,2025-05-16
126,1196,Sur,Belleza,4.0,799.74,3198.96,5069.79,2025-09-06
68,1136,Sur,Ropa,11.0,137.49,1512.39,1552.24,2025-07-09
252,1018,Sur,Electronica,5.0,119.89,599.45,1022.38,2025-01-19
57,1169,Este,Electronica,2.0,1453.94,2907.88,4551.87,2025-03-26
127,1145,Centro,Hogar,1.0,878.08,878.08,1007.2,2025-05-02
349,1094,Centro,Electronica,2.0,279.48,558.96,912.18,2025-01-27
383,1117,Centro,Hogar,7.0,1269.7,8887.9,11546.6,2025-07-27
