ID_Venta,ID_Cliente,Region,Categoria,Unidades_Vendidas,Precio_Unitario,Ingresos,Ganancia,Fecha
327,2110.0,Sur,Hogar,9.0,103.78,934.02,373.68,2025-07-28
68,2038.0,Norte,Deportes,4.0,1743.25,6973.0,3149.45,2025-04-20
146,2096.0,Centro,Hogar,9.0,68.66,617.94,223.0,2025-10-04
25,2086.0,Este,Deportes,14.0,415.86,5822.04,1195.23,2025-06-12
82,2178.0,Oeste,Deportes,13.0,2306.2,29980.6,11688.21,2025-10-04
232,2070.0,Este,Ropa,,2492.96,,,2025-03-30
38,,Este,Ropa,17.0,831.98,14143.66,3326.86,2025-01-18
331,2110.0,Oeste,Deportes,4.0,425.91,1703.64,570.6,2025-06-05
141,2190.0,Sur,Deportes,8.0,787.46,6299.68,3108.27,2025-07-16
35,2081.0,Centro,Ropa,6.0,1467.65,8805.9,3295.44,2025-08-30
126,2173.0,Oeste,Deportes,1.0,110.09,110.09,44.25,2025-07-14
237,2175.0,Centro,Electronica,18.0,2570.74,46273.32,16097.86,2025-05-05
302,2051.0,Sur,Belleza,5.0,2404.22,12021.1,2154.76,2025-08-31
254,2198.0,sur,Electronica,11.0,2460.0,27060.0,9106.87,2025-09-23
177,2022.0,Sur,Belleza,7.0,357.2,2500.4,667.17,2025-05-24
93,2071.0,Norte,Electronica,14.0,1701.18,23816.52,6461.62,2025-06-13
110,2025.0,Sur,Belleza,9.0,1476.47,13288.23,5548.95,2025-02-18
281,2164.0,Este,Ropa,2.0,298.82,597.64,256.85,2025-08-21
339,2186.0,Sur,Belleza,5.0,1582.78,7913.9,2503.02,2025-04-27
72,2090.0,Centro,Belleza,3.0,858.9,2576.7,474.93,2025-03-09
162,2175.0,Sur,Deportes,4.0,2135.18,8540.72,3033.41,2025-05-17
333,2086.0,Sur,Hogar,,1727.21,,,2025-06-16
270,2020.0,Sur,Electronica,2.0,2115.03,4230.06,1722.66,2025-03-23
338,2034.0,Centro,Belleza,8.0,2637.67,21101.36,7016.78,2025-04-07
92,2059.0,centro ,Electronica,7.0,1993.34,13953.38,2221.62,2025-03-05
81,2078.0,Centro,Hogar,19.0,347.81,6608.39,3209.67,2025-02-03
192,2163.0,Norte,Ropa,13.0,2428.38,31568.94,8234.86,2025-10-18
