Fecha,Producto,Region,Vendedor,Cantidad,Precio,Ventas
2026-04-07,Audifonos,Centro,Sofia,3,571.55,1714.65
2026-04-08,Teclado,Este,Luis,2,871.07,1742.14
2026-04-08,Teclado,Este,Luis,4,859.34,3437.36
2026-04-08,Teclado,Centro,Ana,3,860.7,2582.1
2026-04-08,Monitor,Centro,Ana,1,4137.85,4137.85
2026-04-08,Mouse,Centro,Ana,1,462.52,462.52
2026-04-08,Audifonos,Norte,Jorge,2,591.18,1182.36
2026-04-09,Monitor,Centro,Ana,1,3920.35,3920.35
2026-04-09,Laptop,Sur,Paula,2,15117.34,30234.68
2026-04-09,Laptop,Sur,Carlos,2,15375.54,30751.08
2026-04-09,Laptop,Centro,Ana,2,14915.14,29830.28
2026-04-09,Impresora,Norte,Maria,2,3344.19,6688.38
2026-04-09,Mouse,Sur,Carlos,4,452.67,1810.68
2026-04-10,Mouse,Centro,Sofia,4,423.53,1694.12
2026-04-10,Mouse,Sur,Paula,2,446.3,892.6
2026-04-10,Monitor,Sur,Paula,2,3892.65,7785.3
2026-04-10,Mouse,Centro,Sofia,5,441.71,2208.55
2026-04-10,Impresora,Centro,Ana,1,3443.06,3443.06
2026-04-10,Monitor,Centro,Sofia,2,4397.99,8795.98
2026-04-10,Monitor,Centro,Sofia,1,4299.4,4299.4
2026-04-11,Monitor,Centro,Ana,2,4144.32,8288.64
2026-04-11,Mouse,Centro,Sofia,2,463.23,926.46
2026-04-11,Audifonos,Sur,Paula,5,584.41,2922.05
2026-04-12,Monitor,Centro,Sofia,2,4086.47,8172.94
2026-04-12,Monitor,Sur,Paula,2,4370.95,8741.9
2026-04-13,Teclado,Este,Luis,1,842.84,842.84
2026-04-13,Laptop,Norte,Jorge,1,15948.1,15948.1
2026-04-13,Teclado,Norte,Jorge,1,876.2,876.2
2026-04-13,Teclado,Sur,Paula,5,824.93,4124.65
2026-04-13,Laptop,Este,Diego,2,14562.77,29125.54
2026-04-14,Audifonos,Norte,Jorge,5,610.52,3052.6
2026-04-14,Laptop,Norte,Maria,1,14465.0,14465.0
2026-04-14,Monitor,Norte,Maria,2,4283.41,8566.82
2026-04-14,Audifonos,Centro,Sofia,1,609.74,609.74
2026-04-14,Audifonos,Centro,Ana,1,591.75,591.75
2026-04-14,Teclado,Sur,Paula,3,834.58,2503.74
2026-04-15,Mouse,Sur,Paula,3,446.22,1338.66
2026-04-15,Mouse,Sur,Paula,1,448.65,448.65
2026-04-15,Teclado,Centro,Ana,3,849.94,2549.82
2026-04-15,Monitor,Centro,Ana,1,4337.42,4337.42
2026-04-15,Mouse,Este,Luis,3,466.63,1399.89
2026-04-16,Teclado,Norte,Maria,5,873.45,4367.25
2026-04-16,Teclado,Sur,Paula,2,834.66,1669.32
2026-04-16,Mouse,Este,Luis,2,442.08,884.16
2026-04-16,Audifonos,Centro,Ana,1,596.13,596.13
2026-04-17,Laptop,Sur,Carlos,1,15224.9,15224.9
2026-04-17,Teclado,Sur,Carlos,4,848.84,3395.36
2026-04-17,Monitor,Este,Luis,1,4279.54,4279.54
2026-04-17,Laptop,Centro,Sofia,1,14756.11,14756.11
2026-04-17,Laptop,Este,Luis,1,15851.87,15851.87
2026-04-17,Teclado,Sur,Paula,5,845.54,4227.7
2026-04-18,Audifonos,Centro,Sofia,2,593.16,1186.32
2026-04-19,Monitor,Este,Diego,2,4205.8,8411.6
2026-04-19,Monitor,Este,Diego,2,4225.37,8450.74
2026-04-19,Teclado,Centro,Sofia,2,866.32,1732.64
2026-04-20,Monitor,Centro,Sofia,1,4304.22,4304.22
2026-04-20,Laptop,Norte,Jorge,2,14960.47,29920.94
2026-04-20,Mouse,Centro,Sofia,5,453.87,2269.35
2026-04-20,Audifonos,Norte,Maria,4,598.43,2393.72
2026-04-20,Audifonos,Centro,Sofia,5,625.38,3126.9
2026-04-20,Mouse,Centro,Sofia,1,436.99,436.99
2026-04-20,Mouse,Este,Diego,1,456.34,456.34
2026-04-21,Impresora,Centro,Sofia,1,3309.46,3309.46
2026-04-21,Mouse,Centro,Ana,2,436.91,873.82
2026-04-21,Monitor,Sur,Carlos,2,4194.65,8389.3
2026-04-21,Monitor,Sur,Paula,1,4173.04,4173.04
2026-04-21,Mouse,Centro,Ana,3,439.59,1318.77
2026-04-21,Teclado,Sur,Paula,3,840.0,2520.0
2026-04-21,Teclado,Sur,Paula,5,855.39,4276.95
2026-04-22,Audifonos,Norte,Maria,2,605.24,1210.48
2026-04-22,Monitor,Norte,Maria,1,4362.11,4362.11
2026-04-22,Teclado,Este,Luis,1,825.76,825.76
2026-04-22,Audifonos,Centro,Sofia,3,593.75,1781.25
2026-04-23,Laptop,Centro,Sofia,2,14991.04,29982.08
2026-04-23,Mouse,Centro,Sofia,2,456.55,913.1
2026-04-23,Teclado,Sur,Carlos,3,804.78,2414.34
2026-04-23,Monitor,Sur,Paula,1,4012.82,4012.82
2026-04-23,Teclado,Norte,Jorge,5,801.3,4006.5
2026-04-23,Laptop,Este,Luis,2,15629.61,31259.22
2026-04-23,Mouse,Centro,Ana,4,438.36,1753.44
2026-04-24,Mouse,Sur,Paula,4,437.79,1751.16
2026-04-24,Laptop,Norte,Jorge,1,15580.47,15580.47
2026-04-24,Audifonos,Norte,Jorge,3,576.57,1729.71
2026-04-24,Impresora,Norte,Maria,5,3195.14,15975.7
2026-04-24,Laptop,Este,Luis,1,14920.7,14920.7
2026-04-24,Mouse,Centro,Sofia,4,450.91,1803.64
2026-04-25,Mouse,Sur,Paula,2,437.25,874.5
2026-04-25,Impresora,Centro,Sofia,1,3262.17,3262.17
2026-04-25,Monitor,Centro,Sofia,3,4140.8,12422.4
2026-04-26,Audifonos,Sur,Carlos,1,592.91,592.91
2026-04-27,Monitor,Norte,Jorge,3,4334.31,13002.93
2026-04-27,Teclado,Norte,Jorge,1,861.87,861.87
2026-04-27,Audifonos,Sur,Carlos,2,597.05,1194.1
2026-04-27,Monitor,Sur,Paula,1,4304.04,4304.04
2026-04-27,Mouse,Centro,Ana,1,454.48,454.48
2026-04-27,Laptop,Este,Diego,2,14759.92,29519.84
2026-04-28,Teclado,Centro,Sofia,2,838.54,1677.08
2026-04-28,Mouse,Este,Luis,3,464.86,1394.58
2026-04-28,Teclado,Centro,Sofia,4,864.62,3458.48
2026-04-28,Teclado,Norte,Jorge,5,824.96,4124.8
2026-04-29,Mouse,Sur,Carlos,3,437.64,1312.92
2026-04-29,Impresora,Norte,Jorge,4,3188.84,12755.36
2026-04-29,Laptop,Sur,Paula,1,14380.78,14380.78
2026-04-29,Monitor,Centro,Ana,2,4200.91,8401.82
2026-04-29,Laptop,Centro,Ana,2,14306.67,28613.34
2026-04-30,Monitor,Sur,Paula,1,4269.85,4269.85
2026-04-30,Impresora,Centro,Ana,5,3305.22,16526.1
2026-04-30,Audifonos,Centro,Sofia,4,589.78,2359.12
2026-04-30,Mouse,Centro,Sofia,2,469.32,938.64
2026-04-30,Laptop,Sur,Carlos,2,14972.54,29945.08
2026-04-30,Mouse,Norte,Maria,3,458.54,1375.62
2026-04-30,Teclado,Sur,Paula,3,863.01,2589.03
2026-05-01,Teclado,Norte,Jorge,1,833.09,833.09
2026-05-01,Laptop,Sur,Paula,1,14821.26,14821.26
2026-05-01,Laptop,Centro,Ana,2,15363.85,30727.7
2026-05-01,Laptop,Este,Luis,1,14758.26,14758.26
2026-05-01,Mouse,Centro,Sofia,4,435.51,1742.04
2026-05-01,Monitor,Centro,Ana,2,4343.74,8687.48
2026-05-02,Mouse,Norte,Maria,3,444.48,1333.44
2026-05-02,Impresora,Centro,Ana,5,3252.21,16261.05
2026-05-03,Audifonos,Sur,Paula,5,635.0,3175.0
2026-05-04,Mouse,Centro,Ana,3,467.08,1401.24
2026-05-04,Audifonos,Centro,Ana,4,568.19,2272.76
2026-05-04,Teclado,Sur,Carlos,2,872.18,1744.36
2026-05-04,Laptop,Norte,Maria,2,15100.93,30201.86
2026-05-04,Audifonos,Este,Diego,1,614.41,614.41
2026-05-05,Monitor,Este,Luis,1,4253.23,4253.23
2026-05-05,Impresora,Norte,Jorge,3,3171.72,9515.16
2026-05-05,Teclado,Centro,Ana,1,852.9,852.9
2026-05-05,Audifonos,Sur,Carlos,5,605.48,3027.4
2026-05-06,Mouse,Sur,Paula,3,469.2,1407.6
2026-05-06,Audifonos,Norte,Maria,5,627.81,3139.05
2026-05-06,Monitor,Norte,Maria,2,4455.96,8911.92
2026-05-06,Monitor,Sur,Paula,1,4126.41,4126.41
2026-05-06,Teclado,Sur,Carlos,5,830.0,4150.0
2026-05-07,Monitor,Centro,Ana,1,4405.05,4405.05
2026-05-07,Teclado,Centro,Sofia,3,819.14,2457.42
2026-05-07,Teclado,Norte,Jorge,5,867.54,4337.7
2026-05-07,Audifonos,Este,Diego,2,564.47,1128.94
2026-05-07,Monitor,Norte,Maria,1,4146.93,4146.93
2026-05-07,Monitor,Norte,Jorge,1,4333.21,4333.21
2026-05-07,Audifonos,Este,Luis,5,577.94,2889.7
2026-05-08,Laptop,Sur,Carlos,2,14801.24,29602.48
2026-05-08,Teclado,Centro,Ana,1,826.18,826.18
2026-05-08,Mouse,Sur,Paula,1,448.39,448.39
2026-05-08,Mouse,Centro,Ana,5,456.55,2282.75
2026-05-08,Monitor,Este,Diego,1,4272.05,4272.05
2026-05-08,Laptop,Centro,Ana,1,14754.89,14754.89
2026-05-08,Mouse,Norte,Jorge,1,451.88,451.88
2026-05-09,Laptop,Sur,Carlos,3,16112.31,48336.93
2026-05-09,Mouse,Centro,Ana,2,455.88,911.76
2026-05-10,Audifonos,Sur,Carlos,1,613.87,613.87
2026-05-11,Monitor,Norte,Maria,1,4332.05,4332.05
2026-05-11,Teclado,Norte,Maria,5,837.99,4189.95
2026-05-11,Impresora,Este,Luis,5,3293.06,16465.3
2026-05-11,Mouse,Norte,Maria,1,474.65,474.65
2026-05-11,Impresora,Sur,Carlos,1,3256.77,3256.77
2026-05-11,Laptop,Este,Diego,1,14968.18,14968.18
2026-05-12,Laptop,Norte,Jorge,2,15479.56,30959.12
2026-05-12,Laptop,Norte,Jorge,2,14980.79,29961.58
2026-05-12,Audifonos,Sur,Paula,6,587.95,3527.7
2026-05-12,Mouse,Este,Luis,1,460.11,460.11
2026-05-12,Monitor,Centro,Sofia,2,4229.63,8459.26
2026-05-12,Laptop,Centro,Ana,1,15083.48,15083.48
2026-05-13,Mouse,Norte,Jorge,5,439.3,2196.5
2026-05-13,Monitor,Centro,Sofia,2,4185.65,8371.3
2026-05-13,Laptop,Sur,Paula,2,15188.32,30376.64
2026-05-13,Teclado,Centro,Ana,2,843.28,1686.56
2026-05-13,Monitor,Norte,Maria,1,4285.25,4285.25
2026-05-14,Audifonos,Centro,Sofia,6,583.48,3500.88
2026-05-14,Mouse,Centro,Ana,5,450.53,2252.65
2026-05-14,Impresora,Centro,Ana,3,3260.2,9780.6
2026-05-14,Audifonos,Norte,Jorge,3,610.17,1830.51
2026-05-14,Laptop,Sur,Carlos,1,14387.08,14387.08
2026-05-15,Teclado,Norte,Maria,3,861.89,2585.67
2026-05-15,Monitor,Norte,Maria,1,4205.19,4205.19
2026-05-15,Teclado,Centro,Sofia,6,841.26,5047.56
2026-05-15,Monitor,Sur,Carlos,1,4333.38,4333.38
2026-05-15,Mouse,Sur,Carlos,3,442.26,1326.78
2026-05-16,Teclado,Centro,Sofia,1,852.18,852.18
2026-05-16,Teclado,Norte,Jorge,1,826.68,826.68
2026-05-16,Impresora,Sur,Paula,3,3060.54,9181.62
2026-05-17,Mouse,Norte,Maria,5,443.46,2217.3
2026-05-18,Monitor,Norte,Jorge,3,4340.32,13020.96
2026-05-18,Monitor,Norte,Jorge,2,4093.68,8187.36
2026-05-18,Audifonos,Centro,Sofia,1,599.19,599.19
2026-05-18,Impresora,Centro,Sofia,4,3137.84,12551.36
2026-05-18,Teclado,Centro,Ana,3,822.15,2466.45
2026-05-18,Teclado,Este,Diego,2,779.89,1559.78
2026-05-18,Mouse,Sur,Carlos,1,445.6,445.6
2026-05-19,Laptop,Este,Diego,1,15439.2,15439.2
2026-05-19,Teclado,Centro,Sofia,5,877.37,4386.85
2026-05-19,Laptop,Este,Luis,1,14972.58,14972.58
2026-05-19,Mouse,Sur,Paula,2,443.32,886.64
2026-05-19,Laptop,Norte,Jorge,1,14050.52,14050.52
2026-05-19,Mouse,Centro,Ana,3,442.48,1327.44
2026-05-20,Audifonos,Centro,Sofia,2,581.84,1163.68
2026-05-20,Impresora,Centro,Ana,2,3213.27,6426.54
2026-05-20,Impresora,Norte,Maria,5,3308.99,16544.95
2026-05-20,Laptop,Sur,Carlos,2,15409.55,30819.1
2026-05-20,Audifonos,Este,Luis,5,595.3,2976.5
2026-05-20,Teclado,Norte,Jorge,4,851.43,3405.72
2026-05-20,Laptop,Centro,Sofia,1,14267.38,14267.38
2026-05-21,Audifonos,Este,Luis,3,595.82,1787.46
2026-05-21,Laptop,Centro,Ana,1,15029.22,15029.22
2026-05-21,Audifonos,Centro,Ana,3,551.33,1653.99
2026-05-21,Laptop,Centro,Sofia,1,14974.82,14974.82
2026-05-21,Monitor,Norte,Maria,1,4038.49,4038.49
2026-05-21,Teclado,Sur,Paula,4,843.49,3373.96
2026-05-22,Mouse,Centro,Ana,3,426.69,1280.07
2026-05-22,Mouse,Norte,Maria,2,449.68,899.36
2026-05-22,Mouse,Norte,Jorge,1,458.44,458.44
2026-05-22,Impresora,Este,Luis,1,3231.19,3231.19
2026-05-23,Teclado,Centro,Ana,3,826.95,2480.85
2026-05-24,Audifonos,Este,Diego,2,587.17,1174.34
2026-05-24,Audifonos,Centro,Sofia,3,630.08,1890.24
2026-05-24,Teclado,Centro,Sofia,5,794.02,3970.1
2026-05-25,Laptop,Sur,Carlos,2,15051.81,30103.62
2026-05-25,Teclado,Centro,Sofia,2,847.06,1694.12
2026-05-25,Mouse,Centro,Ana,3,455.14,1365.42
2026-05-25,Impresora,Sur,Paula,1,3334.73,3334.73
2026-05-26,Teclado,Este,Luis,1,801.65,801.65
2026-05-26,Monitor,Centro,Ana,1,4081.16,4081.16
2026-05-26,Teclado,Este,Luis,2,816.47,1632.94
2026-05-26,Laptop,Norte,Maria,1,15873.39,15873.39
2026-05-26,Teclado,Este,Diego,1,851.19,851.19
2026-05-26,Teclado,Norte,Jorge,1,839.26,839.26
2026-05-26,Mouse,Sur,Paula,1,441.21,441.21
2026-05-27,Teclado,Centro,Sofia,2,864.04,1728.08
2026-05-27,Audifonos,Sur,Carlos,3,620.48,1861.44
2026-05-27,Audifonos,Norte,Jorge,2,623.58,1247.16
2026-05-27,Teclado,Este,Diego,2,852.28,1704.56
2026-05-27,Monitor,Centro,Ana,1,4230.42,4230.42
2026-05-27,Monitor,Sur,Carlos,1,4274.93,4274.93
2026-05-28,Monitor,Sur,Carlos,1,4005.92,4005.92
2026-05-28,Impresora,Norte,Maria,3,3047.78,9143.34
2026-05-28,Teclado,Centro,Sofia,2,850.32,1700.64
2026-05-28,Mouse,Sur,Carlos,2,454.75,909.5
2026-05-28,Mouse,Centro,Ana,5,436.01,2180.05
2026-05-28,Mouse,Este,Diego,5,452.18,2260.9
2026-05-28,Laptop,Norte,Maria,2,14942.24,29884.48
2026-05-29,Mouse,Centro,Sofia,4,439.01,1756.04
2026-05-29,Mouse,Este,Luis,2,446.4,892.8
2026-05-29,Laptop,Este,Diego,2,15255.8,30511.6
2026-05-29,Laptop,Este,Luis,1,14886.27,14886.27
2026-05-29,Laptop,Sur,Paula,1,15322.98,15322.98
2026-05-30,Teclado,Norte,Maria,3,868.29,2604.87
2026-05-31,Mouse,Norte,Maria,2,477.74,955.48
2026-05-31,Monitor,Norte,Jorge,2,4245.77,8491.54
2026-05-31,Audifonos,Norte,Maria,2,606.11,1212.22
2026-06-01,Teclado,Centro,Sofia,2,823.9,1647.8
2026-06-01,Teclado,Sur,Paula,5,884.36,4421.8
2026-06-01,Monitor,Norte,Maria,1,4128.04,4128.04
2026-06-01,Monitor,Norte,Maria,1,4024.92,4024.92
2026-06-01,Teclado,Norte,Maria,4,887.44,3549.76
2026-06-02,Audifonos,Sur,Paula,5,600.83,3004.15
2026-06-02,Laptop,Centro,Sofia,2,14717.59,29435.18
2026-06-02,Audifonos,Norte,Maria,4,621.45,2485.8
2026-06-02,Teclado,Centro,Sofia,3,838.18,2514.54
2026-06-03,Mouse,Sur,Paula,5,441.19,2205.95
2026-06-03,Teclado,Este,Diego,1,884.08,884.08
2026-06-03,Impresora,Norte,Maria,3,3191.33,9573.99
2026-06-03,Audifonos,Centro,Sofia,4,592.93,2371.72
2026-06-03,Monitor,Sur,Paula,2,4307.51,8615.02
2026-06-03,Monitor,Este,Diego,1,4085.73,4085.73
2026-06-03,Audifonos,Centro,Ana,3,605.67,1817.01
2026-06-04,Teclado,Sur,Paula,3,805.77,2417.31
2026-06-04,Monitor,Este,Luis,2,4028.51,8057.02
2026-06-04,Monitor,Norte,Jorge,2,4210.04,8420.08
2026-06-04,Mouse,Sur,Paula,5,435.82,2179.1
2026-06-05,Monitor,Norte,Jorge,1,4091.55,4091.55
2026-06-05,Mouse,Sur,Carlos,3,456.35,1369.05
2026-06-05,Mouse,Norte,Jorge,4,446.87,1787.48
2026-06-05,Teclado,Este,Diego,1,848.71,848.71
2026-06-05,Impresora,Norte,Jorge,3,3124.18,9372.54
2026-06-05,Audifonos,Centro,Sofia,3,612.93,1838.79
2026-06-06,Laptop,Sur,Carlos,2,15313.39,30626.78
2026-06-07,Laptop,Centro,Sofia,1,15284.57,15284.57
2026-06-07,Teclado,Centro,Ana,4,922.56,3690.24
2026-06-07,Mouse,Centro,Sofia,1,470.85,470.85
2026-06-08,Monitor,Este,Luis,2,4279.61,8559.22
2026-06-08,Teclado,Centro,Ana,2,831.46,1662.92
2026-06-08,Laptop,Sur,Carlos,1,14897.66,14897.66
2026-06-08,Mouse,Este,Diego,5,432.83,2164.15
2026-06-08,Monitor,Centro,Sofia,1,4238.18,4238.18
2026-06-09,Impresora,Norte,Jorge,5,3098.68,15493.4
2026-06-09,Teclado,Sur,Paula,5,868.42,4342.1
2026-06-09,Impresora,Centro,Ana,2,3371.0,6742.0
2026-06-09,Impresora,Centro,Ana,3,3193.17,9579.51
2026-06-09,Laptop,Centro,Sofia,1,15245.74,15245.74
2026-06-09,Mouse,Norte,Maria,2,462.52,925.04
2026-06-09,Teclado,Centro,Sofia,3,884.47,2653.41
2026-06-10,Laptop,Sur,Carlos,2,15135.5,30271.0
2026-06-10,Mouse,Centro,Ana,3,448.67,1346.01
2026-06-10,Laptop,Sur,Paula,1,15516.93,15516.93
2026-06-10,Audifonos,Centro,Sofia,4,594.59,2378.36
2026-06-10,Audifonos,Centro,Sofia,3,594.08,1782.24
2026-06-11,Teclado,Norte,Jorge,3,852.19,2556.57
2026-06-11,Teclado,Sur,Paula,3,821.31,2463.93
2026-06-11,Teclado,Este,Luis,2,886.49,1772.98
2026-06-11,Audifonos,Norte,Maria,5,596.95,2984.75
2026-06-11,Mouse,Centro,Sofia,1,439.05,439.05
2026-06-12,Laptop,Norte,Jorge,2,14558.51,29117.02
2026-06-12,Laptop,Este,Luis,1,14780.09,14780.09
2026-06-12,Monitor,Centro,Ana,1,4149.12,4149.12
2026-06-12,Audifonos,Centro,Sofia,1,578.14,578.14
2026-06-12,Mouse,Norte,Maria,1,435.25,435.25
2026-06-12,Mouse,Norte,Maria,3,424.73,1274.19
2026-06-12,Laptop,Centro,Sofia,1,15007.89,15007.89
2026-06-13,Laptop,Centro,Ana,2,13947.11,27894.22
2026-06-14,Monitor,Centro,Ana,1,4119.8,4119.8
2026-06-15,Mouse,Centro,Ana,5,461.99,2309.95
2026-06-15,Monitor,Sur,Carlos,3,4240.71,12722.13
2026-06-15,Mouse,Norte,Maria,5,435.74,2178.7
2026-06-15,Teclado,Norte,Maria,4,811.84,3247.36
2026-06-15,Laptop,Centro,Ana,1,14271.8,14271.8
2026-06-15,Monitor,Centro,Sofia,1,3918.15,3918.15
2026-06-15,Audifonos,Este,Luis,3,603.76,1811.28
2026-06-16,Audifonos,Centro,Ana,5,595.69,2978.45
2026-06-16,Impresora,Sur,Carlos,3,3120.43,9361.29
2026-06-16,Monitor,Norte,Maria,1,4324.52,4324.52
2026-06-16,Teclado,Sur,Paula,4,831.46,3325.84
2026-06-16,Audifonos,Centro,Ana,2,602.07,1204.14
2026-06-16,Laptop,Centro,Sofia,2,14977.24,29954.48
2026-06-17,Mouse,Norte,Jorge,3,428.89,1286.67
2026-06-17,Monitor,Sur,Paula,2,4237.31,8474.62
2026-06-17,Mouse,Centro,Sofia,1,454.42,454.42
2026-06-17,Mouse,Centro,Ana,1,441.6,441.6
2026-06-17,Monitor,Sur,Carlos,1,4069.7,4069.7
2026-06-18,Mouse,Norte,Jorge,1,463.66,463.66
2026-06-18,Audifonos,Norte,Maria,2,616.11,1232.22
2026-06-18,Mouse,Sur,Paula,5,445.71,2228.55
2026-06-18,Mouse,Centro,Ana,5,453.46,2267.3
2026-06-18,Mouse,Este,Luis,3,470.37,1411.11
2026-06-18,Mouse,Centro,Ana,4,454.88,1819.52
2026-06-19,Mouse,Sur,Paula,3,442.36,1327.08
2026-06-19,Teclado,Centro,Ana,1,849.2,849.2
2026-06-19,Monitor,Centro,Sofia,2,4279.97,8559.94
2026-06-19,Teclado,Este,Diego,1,864.98,864.98
2026-06-19,Audifonos,Este,Diego,4,599.68,2398.72
2026-06-20,Teclado,Norte,Maria,1,836.19,836.19
2026-06-21,Teclado,Norte,Maria,3,872.08,2616.24
2026-06-22,Laptop,Este,Diego,1,14706.57,14706.57
2026-06-22,Teclado,Centro,Sofia,5,848.09,4240.45
2026-06-22,Monitor,Norte,Jorge,1,4378.41,4378.41
2026-06-22,Mouse,Este,Diego,2,444.66,889.32
2026-06-22,Mouse,Este,Luis,5,445.0,2225.0
2026-06-22,Laptop,Sur,Paula,1,14801.41,14801.41
2026-06-23,Laptop,Centro,Sofia,2,14709.48,29418.96
2026-06-23,Teclado,Norte,Jorge,4,834.48,3337.92
2026-06-23,Laptop,Sur,Carlos,3,15251.45,45754.35
2026-06-23,Mouse,Este,Diego,3,447.03,1341.09
2026-06-23,Laptop,Norte,Maria,1,15248.38,15248.38
2026-06-23,Audifonos,Norte,Jorge,1,593.67,593.67
2026-06-24,Mouse,Norte,Jorge,2,463.64,927.28
2026-06-24,Monitor,Este,Luis,2,4103.42,8206.84
2026-06-24,Monitor,Este,Diego,2,4225.41,8450.82
2026-06-24,Monitor,Centro,Sofia,2,4173.4,8346.8
2026-06-25,Audifonos,Centro,Sofia,3,635.9,1907.7
2026-06-25,Audifonos,Norte,Jorge,5,606.77,3033.85
2026-06-25,Laptop,Norte,Maria,3,15602.19,46806.57
2026-06-25,Laptop,Centro,Sofia,2,14394.54,28789.08
2026-06-25,Monitor,Sur,Carlos,2,4188.14,8376.28
2026-06-25,Audifonos,Sur,Carlos,4,586.57,2346.28
2026-06-26,Laptop,Centro,Ana,2,15172.95,30345.9
2026-06-26,Laptop,Norte,Jorge,2,14620.59,29241.18
2026-06-26,Laptop,Centro,Ana,2,14646.45,29292.9
2026-06-26,Audifonos,Norte,Maria,4,618.06,2472.24
2026-06-27,Mouse,Centro,Ana,2,423.15,846.3
2026-06-28,Impresora,Centro,Sofia,1,3200.85,3200.85
2026-06-28,Teclado,Este,Luis,4,857.67,3430.68
2026-06-28,Monitor,Sur,Carlos,1,4352.4,4352.4
2026-06-29,Audifonos,Norte,Maria,1,579.82,579.82
2026-06-29,Audifonos,Centro,Sofia,5,609.77,3048.85
2026-06-29,Laptop,Norte,Jorge,1,15877.56,15877.56
2026-06-29,Audifonos,Norte,Maria,4,582.7,2330.8
2026-06-29,Audifonos,Norte,Jorge,2,604.07,1208.14
2026-06-29,Mouse,Este,Luis,5,449.64,2248.2
2026-06-30,Teclado,Centro,Sofia,1,845.31,845.31
2026-06-30,Laptop,Centro,Sofia,1,15633.8,15633.8
2026-06-30,Mouse,Norte,Maria,4,440.94,1763.76
2026-06-30,Mouse,Norte,Maria,4,455.32,1821.28
2026-06-30,Audifonos,Sur,Paula,5,617.66,3088.3
2026-06-30,Audifonos,Norte,Jorge,2,595.18,1190.36
2026-06-30,Mouse,Norte,Jorge,3,453.94,1361.82
2026-07-01,Audifonos,Centro,Sofia,2,630.46,1260.92
2026-07-01,Monitor,Sur,Carlos,2,4001.69,8003.38
2026-07-01,Monitor,Sur,Paula,2,4167.06,8334.12
2026-07-01,Mouse,Norte,Jorge,2,464.8,929.6
2026-07-02,Teclado,Este,Diego,5,903.34,4516.7
2026-07-02,Mouse,Norte,Maria,5,450.59,2252.95
2026-07-02,Laptop,Centro,Ana,2,14756.06,29512.12
2026-07-02,Monitor,Centro,Ana,3,4214.68,12644.04
2026-07-02,Laptop,Centro,Ana,3,15255.78,45767.34
2026-07-02,Mouse,Centro,Sofia,6,463.79,2782.74
2026-07-03,Teclado,Centro,Ana,3,899.84,2699.52
2026-07-03,Teclado,Norte,Jorge,3,823.81,2471.43
2026-07-03,Laptop,Centro,Ana,3,14887.56,44662.68
2026-07-03,Teclado,Centro,Ana,4,835.71,3342.84
2026-07-03,Audifonos,Este,Diego,4,609.34,2437.36
2026-07-04,Monitor,Sur,Carlos,2,4322.06,8644.12
2026-07-04,Monitor,Sur,Carlos,3,4125.67,12377.01
2026-07-04,Monitor,Este,Luis,3,4009.27,12027.81
2026-07-05,Monitor,Este,Diego,2,4259.83,8519.66
2026-07-05,Monitor,Centro,Sofia,3,3994.75,11984.25
2026-07-05,Monitor,Centro,Sofia,2,4083.68,8167.36
2026-07-06,Laptop,Centro,Sofia,3,14430.03,43290.09
2026-07-06,Teclado,Centro,Sofia,2,847.9,1695.8
2026-07-06,Mouse,Centro,Sofia,6,427.08,2562.48
2026-07-06,Monitor,Centro,Sofia,3,4090.78,12272.34
2026-07-07,Impresora,Centro,Ana,1,3231.98,3231.98
2026-07-07,Laptop,Sur,Carlos,2,14888.9,29777.8
2026-07-07,Monitor,Sur,Carlos,2,4064.21,8128.42
2026-07-07,Audifonos,Norte,Jorge,2,615.26,1230.52
2026-07-07,Mouse,Sur,Paula,2,459.82,919.64
2026-07-07,Teclado,Sur,Paula,5,879.49,4397.45
2026-07-07,Monitor,Sur,Paula,3,3991.42,11974.26
2026-07-08,Laptop,Sur,Paula,3,14879.49,44638.47
2026-07-08,Monitor,Sur,Carlos,3,4336.88,13010.64
2026-07-08,Mouse,Centro,Ana,6,445.75,2674.5
2026-07-08,Audifonos,Norte,Maria,5,632.14,3160.7
2026-07-08,Laptop,Sur,Paula,3,15341.17,46023.51
2026-07-08,Mouse,Centro,Sofia,3,453.1,1359.3
2026-07-09,Laptop,Centro,Sofia,3,15429.58,46288.74
2026-07-09,Monitor,Sur,Carlos,2,4276.3,8552.6
2026-07-09,Audifonos,Norte,Jorge,4,587.38,2349.52
2026-07-09,Mouse,Este,Diego,3,435.74,1307.22
2026-07-09,Teclado,Norte,Maria,5,858.25,4291.25
2026-07-09,Monitor,Centro,Sofia,2,4159.65,8319.3
2026-07-09,Audifonos,Este,Luis,2,591.0,1182.0
2026-07-10,Monitor,Centro,Ana,3,4170.24,12510.72
2026-07-10,Laptop,Centro,Ana,3,15130.56,45391.68
2026-07-10,Monitor,Norte,Maria,1,4237.89,4237.89
2026-07-10,Audifonos,Norte,Maria,4,566.65,2266.6
2026-07-11,Audifonos,Norte,Jorge,1,594.53,594.53
2026-07-12,Teclado,Norte,Maria,3,861.79,2585.37
2026-07-12,Laptop,Centro,Sofia,2,14690.2,29380.4
2026-07-13,Audifonos,Centro,Ana,5,586.79,2933.95
2026-07-13,Monitor,Sur,Carlos,2,3812.8,7625.6
2026-07-13,Laptop,Este,Diego,3,14953.84,44861.52
